Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,EID
"Piñones A., Hofmann E.E., Daly K.L., Dinniman M.S., Klinck J.M.","Modeling the remote and local connectivity of Antarctic krill populations along the western Antarctic Peninsula",2013,"Marine Ecology Progress Series","481",,,"69","92",,"10.3354/meps10256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877603506&doi=10.3354%2fmeps10256&partnerID=40&md5=f0168efa6ef2d9a764fc9fa474d519dc","The abundance and distribution of Antarctic krill Euphausia superba over the western Antarctic Peninsula (wAP) continental shelf suggest that these populations are maintained by inputs from upstream sources via advection of individuals that originated in the Bellingshausen Sea, in addition to local spawning and retention. The objective of our study was to evaluate these 2 mechanisms (remote and local inputs) and the consequences for wAP Antarctic krill populations. The relative effect of local versus remote connectivity was investigated using Lagrangian particle tracking experiments. Particles released in the Bellingshausen Sea were transported to the wAP shelf in 120 d, which is consistent with the time required for Antarctic krill eggs to develop into late-stage larvae. An estimated 23% of the particles released along the shelf break crossed the outer shelf and were transported to the mid and inner regions of the wAP shelf via 3 pathways that provide conduits for onshore intrusions of Circumpolar Deep Water (CDW). Of the particles that moved onto the wAP shelf, 54% were transported to inner shelf regions that are associated with areas of enhanced biological production. Of the particles at the outer shelf ~33% continued transport northeastward with the Antarctic Circumpolar Current. Particles released in the mid and inner shelf showed limited connectivity and low export from the shelf (<20%). The Lagrangian experiments indicate that Antarctic krill populations in the Marguerite Bay region of the wAP continental shelf are maintained by local and remote inputs of larvae. Regions influenced by intrusions of CDW are more dependent on remote inputs of Antarctic krill larvae. © Inter-Research 2013.",2-s2.0-84877603506
"Siegel V.","Krill stocks in high latitudes of the Antarctic Lazarev Sea: Seasonal and interannual variation in distribution, abundance and demography",2012,"Polar Biology","35","8",,"1151","1177",,"10.1007/s00300-012-1162-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864356636&doi=10.1007%2fs00300-012-1162-y&partnerID=40&md5=9db4ee536e44914bd54516b983e55de0","The motivation of the LAKRIS project (Lazarev Krill Study) was to investigate the seasonal and interannual variability in distribution, demography, phenology and population dynamics of Antarctic krill Euphausia superba in poorly studied high-latitude areas. The core data set consists of four RMT-net-sampling surveys that were conducted in early summer (December 2005 and 2007), autumn (April 2004) and winter (July to August 2006). Supplementary data were analysed from the 1980s to view the results in a wider geographical context. The major observations are the following: (1) krill abundance and distribution showed geographical, seasonal and interannual fluctuations. Krill abundance was almost one order of magnitude lower compared to the Southwest Atlantic. (2) Krill density showed substantial differences between day and night for autumn and winter surveys. (3) A spatial gradient was observed for krill size groups, with larger sized (adult spawning) krill further south and medium-sized juveniles and immatures mainly between 60° and 67°S. (4) Data on maturity stage composition and larvae occurrence indicate an active and successful spawning in these high-latitude areas even under the conditions of sea-ice cover. At the end of the spawning season, females and males regressed in their external sexual characteristics ('re-juvenation') to overwintering immature stages. Major conclusions relate to a conceptual view of the spatial distribution of krill size classes and the occurrence of larvae in the context of major oceanographic features and current systems in the Lazarev Sea and adjacent ocean sectors. The Lazarev Sea obviously does not support a single self-maintaining population, but represents a complex transition zone of stocks with different origins from the Scotia Sea and the Cosmonaut Sea. © 2012 Springer-Verlag.",2-s2.0-84864356636
"Prigge E., Malzahn A.M., Zumholz K., Hanel R.","Dietary effects on fatty acid composition in muscle tissue of juvenile European eel, Anguilla anguilla (L.)",2012,"Helgoland Marine Research","66","1",,"51","61",,"10.1007/s10152-011-0246-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857358137&doi=10.1007%2fs10152-011-0246-3&partnerID=40&md5=7434b0961ff4d85ed240359f30d2c002","The role of intracontinental migration patterns of European eel (Anguilla anguilla) receives more and more recognition in both ecological studies of the European eel and possible management measures, but small-scale patterns proved to be challenging to study. We experimentally investigated the suitability of fatty acid trophic markers to elucidate the utilization of feeding habitats. Eight groups of juvenile European eels were fed on eight different diets in a freshwater recirculation system at 20°C for 56 days. Three groups were fed on freshwater diets (Rutilus rutilus, Chironomidae larvae, and Gammarus pulex) and four groups were reared on diets of a marine origin (Clupea harengus, Crangon crangon, Mysis spec., and Euphausia superba) and one on commercial pellets used in eel aquaculture. Fatty acid composition (FAC) of diets differed significantly with habitat. FAC of eel muscle tissue seemed to be rather insensitive to fatty acids supplied with diet, but the general pattern of lower n3:n6 and EPA:ARA ratios in freshwater prey organisms could be traced in the respective eels. Multivariate statistics of the fatty acid composition of the eels resulted in two distinct groups representing freshwater and marine treatments. Results further indicate the capability of selectively restraining certain fatty acids in eel, as e. g. the n3:n6 ratio in all treatments was <4, regardless of dietary n3:n6. In future studies on wild eel, these measures can be used to elucidate the utilization of feeding habitats of individual European eel. © 2011 Springer-Verlag and AWI.",2-s2.0-84857358137
"Schmidt K., Atkinson A., Venables H.J., Pond D.W.","Early spawning of Antarctic krill in the Scotia Sea is fuelled by ""superfluous"" feeding on non-ice associated phytoplankton blooms",2012,"Deep-Sea Research Part II: Topical Studies in Oceanography","59-60",,,"159","172",,"10.1016/j.dsr2.2011.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855947024&doi=10.1016%2fj.dsr2.2011.05.002&partnerID=40&md5=5e2cb751f8157a490a74ce7dec735d0d","The spawning success of Antarctic krill (Euphausia superba) is generally assumed to depend on substantial winter sea ice extent, as ice biota can serve as a food source during winter/spring and the seasonal ice melt conditions the upper water column for extensive phytoplankton blooms. However, direct observations during spring are rare. Here we studied krill body condition and maturity stage in relation to feeding (i.e. stomach fullness, diet, absorption of individual fatty acids and defecation rate) across the Scotia Sea in November 2006. The phytoplankton concentrations were low at the marginal ice zone (MIZ) in the southern Scotia Sea (Stn. 1, 2, and 3), high in open waters of the Southern Antarctic Circumpolar Current Front (SACCF) in the central Scotia Sea (Stn. 5), and moderate further north (Stn. 6 and 7). Krill had low lipid reserves (~6.5% of dry mass, DM), low mass:length ratios (~1.7mgDMmm -1), and small digestive glands (~7% of total DM) near the ice edge. The stomachs contained lithogenic particles, diatom debris, and bacterial fatty acids, but low proportions of diatom-indicating fatty acids, which suggest that these krill were feeding on detritus rather than on fresh ice algae. In the SACCF, krill had higher lipid reserves (~10% of DM), high mass:length ratios (~2.2mgDMmm -1), and large digestive glands (~16% of total DM). Stomach content and tissue composition indicate feeding on diatoms. In the north, moderate food concentrations co-occurred with low lipid reserves in krill, and moderate mass:length ratios and digestive gland sizes. Only in the phytoplankton bloom in the SACCF had the mating season already started and some females were about to spawn. Based on the way krill processed their food at the different stations, we indicate two mechanisms that can lead to fast regeneration of body reserves and oocyte maturation in E. superba. One is ""superfluous"" feeding at high food concentrations, which maximises the overall nutrient gain. The other is a preferential absorption of crucial fatty acids: 20:5(n-3) and 22:6(n-3) when regaining body condition after the winter, and 14:0 and 16:1(n-7) during accumulation of oocyte yolk. Multi-year time series of phytoplankton distribution show that an early spring bloom, as found in 2006, is not unusual for the central Scotia Sea and coincides with high krill larval concentrations in this area. In conclusion, the Scotia Sea is a main spawning ground of Antarctic krill and this is linked to phytoplankton blooms in open waters of the SACCF rather than to ice edge blooms. © 2011 Elsevier Ltd.",2-s2.0-84855947024
"Meyer B.","The overwintering of Antarctic krill, Euphausia superba, from an ecophysiological perspective",2012,"Polar Biology","35","1",,"15","37",,"10.1007/s00300-011-1120-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255191953&doi=10.1007%2fs00300-011-1120-0&partnerID=40&md5=0d565ba3864dc0eeea64369e56258c1b","A major aim of this review is to determine which physiological functions are adopted by adults and larvae to survive the winter season with low food supply and their relative importance. A second aim is to clarify the extent to which seasonal variation in larval and adult krill physiology is mediated by environmental factors with a strong seasonality, such as food supply or day light. Experimental studies on adult krill have demonstrated that specific physiological adaptations during autumn and winter, such as reduced metabolic rates and feeding activity, are not caused simply by the scarcity of food, as was previously assumed. These adaptations appear to be influenced by the local light regime. The physiological functions that larval krill adopt during winter (reduced metabolism, delayed development, lipid utilisation, and variable growth rates) are, in contrast to the adults, under direct control by the available food supply. During winter, the adults often seem to have little association with sea ice (at least until early spring). The larvae, however, feed within sea ice but mainly on the grazers of the ice algal community rather than on the algae themselves. In this respect, a miss-match in timing of the occurrence of the last phytoplankton blooms in autumn and the start of the sea ice formation, as has been increasingly observed in the west Antarctic Peninsula (WAP) region, will impact larval krill development during winter in terms of food supply and consequently the krill stock in this region. © 2011 The Author(s).",2-s2.0-82255191953
"Poulsen A.H., Kawaguchi S., Kukkonen J.V.K., Leppänen M.T., Bengtson Nash S.M.","Aqueous uptake and sublethal toxicity of p,p′-DDE in non-feeding larval stages of Antarctic krill (Euphausia superba)",2012,"Environmental Pollution","160","1",,"185","191",,"10.1016/j.envpol.2011.09.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054104394&doi=10.1016%2fj.envpol.2011.09.022&partnerID=40&md5=f3e6676660cb0f8cce523a3d83620bd9","This study evaluated the toxicological sensitivity of non-feeding larval stages of a key Antarctic species (Antarctic krill, Euphausia superba) to p,p′-dichlorodiphenyl dichloroethylene (p,p′-DDE) exposure. The aqueous uptake clearance rate of 84 mL g -1 preserved weight (p.w.) h -1 determined for p,p′-DDE in Antarctic krill larvae is comparable to previous findings for small cold water crustaceans and five times slower than the rates reported for an amphipod inhabiting warmer waters. Natural variations in larval physiology appear to influence contaminant uptake and larval krill behavioural responses, strongly highlighting the importance of time of measurement for ecotoxicological testing. Sublethal narcosis (immobility) was observed in larval Antarctic krill from p,p′-DDE body residues of 0.2 mmol/kg p.w., which is in agreement with findings for adult krill and temperate aquatic species. The finding of comparable body residue-based toxicity of p,p′-DDE between polar and temperate species supports the tissue residue approach for environmental risk assessment of polar ecosystems. © 2011 Elsevier Ltd. All rights reserved.",2-s2.0-80054104394
"Iwami T., Naganobu M., Taki K., Kiyota M.","Annual changes in species composition and abundance of myctophid fish in the north of South Georgia (subarea 48.3), antarctica, during austral winters from 2002 to 2008",2011,"CCAMLR Science","18",,,"155","165",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856340490&partnerID=40&md5=1c24d894e8dfc4db856020c4c29d3e8c","Species composition and abundance of myctophid fish were analysed using the fish by-catch samples collected by scientific observers on board Japanese commercial krill fishing vessels in the area north and northwest of South Georgia, Antarctica, during austral winters from 2002 to 2008. A total of 10 myctophid species were identified in the by-catch samples, among which Krefftichthys anderssoni, Gymnoscopelus nicholsi and Protomyctophum choriodon were abundant. Different life stages of K. anderssoni and G. nicholsi from larvae to adults were found, suggesting that these species may have their nursery ground around South Georgia. Electrona antarctica was not a major component of the recent mesopelagic ichthyofauna in this area, although this species used to be dominant in the Antarctic coastal waters. In contrast, P. choriodon, which is known as a south temperate species, became dominant in recent samples. Additionally, the size distribution of P. choriodon was unimodal, indicating that individuals in the samples belonged to the same size group and probably migrated from the population in warmer northern areas.",2-s2.0-84856340490
"Poulsen A.H., Kawaguchi S., Leppänen M.T., Kukkonen J.V.K., Bengtson Nash S.M.","Altered developmental timing in early life stages of Antarctic krill (Euphausia superba) exposed to p,p'-DDE",2011,"Science of the Total Environment","409","24",,"5268","5276",,"10.1016/j.scitotenv.2011.08.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054726894&doi=10.1016%2fj.scitotenv.2011.08.056&partnerID=40&md5=0fd8b12f8a79d5f22bbb0ecedda89fff","Persistent organic pollutants (POPs) are persistent, toxic and bioaccumulative anthropogenic organic chemicals, capable of undergoing long range environmental transport to remote areas including the Antarctic. p,p'-dichlorodiphenyl dichloroethylene (p,p'-DDE) has been identified as a dominant POP accumulating in Antarctic krill (Euphausia superba), which is a key Southern Ocean species. This study examined the developmental toxicity of p,p'-DDE via aqueous exposure to Antarctic krill larvae. p,p'-DDE exposure was found to stimulate developmental timing in the first three larval stages of Antarctic krill, while extended monitoring of larvae after a five day exposure period had ended, revealed delayed inhibitory responses during development to the fourth larval stage. Stimulatory responses were observed from the lowest p,p'-DDE body residue tested of 10.1 ± 3.0. μmol/kg (3.2 ± 0.95 mg/kg) preserved wet weight, which is comparable to findings for temperate species and an order of magnitude lower than the exposure level found to cause sublethal behavioural effects in Antarctic krill. The delayed responses included increased mortality, which had doubled in the highest p,p'-DDE treatment (95 ± 8.9% mortality at 20. μg/L p,p'-DDE) compared to the solvent control (44 ± 11% mortality) 2 weeks after end of exposure. Development of surviving metanauplius larvae to calyptopis 1 larvae was delayed by 2 days in p,p'-DDE exposed larvae compared with untreated larvae. Finally, the developmental success of surviving p,p'-DDE exposed larvae was reduced by 50 to 75% compared to the solvent control (100% developmental success). The lowest observed effect concentration for all delayed effects was 1. μg/L, the lowest exposure concentration tested. These findings demonstrate the importance of delayed and indirect effects of toxicant exposure. Further, the findings of this study are important for environmental risk assessment of POPs in the Southern Ocean ecosystem and strongly highlight the significance of developmental endpoints for ecotoxicological testing. © 2011 Elsevier B.V.",2-s2.0-80054726894
"Yoshida T., Virtue P., Kawaguchi S., Nichols P.D.","Factors determining the hatching success of Antarctic krill Euphausia superba embryo: Lipid and fatty acid composition",2011,"Marine Biology","158","10",,"2313","2325",,"10.1007/s00227-011-1735-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052960390&doi=10.1007%2fs00227-011-1735-2&partnerID=40&md5=1e0258b52bdea2166773b8513ed350ad","The present study addresses the effect of maternal diet on hatching success and condition of embryos and larvae of Antarctic krill Euphausia superba. Lipid and fatty acid content and composition were determined in field and laboratory samples. Developmental stages analyzed in embryos included: multiple-cell, gastrula, and limb-bud stages. Larval stages analyzed included: nauplius I, nauplius II, and metanauplius. Laboratory-reared embryos were spawned by gravid females incubated under three feeding groups: (1) phytoplankton mixture, (2) phytoplankton mixture and minced clam, and (3) phytoplankton mixture, minced clam, and commercial larval food. Hatching success was highest in group 3 (100%), lowest in group 1 (0%), and highly variable in field samples (0-48%). Lipid decreased slightly in embryos during embryonic development, while large decreases in lipid were found during nauplius development. High levels of 18:2(n-6), 20:4(n-6), and 22:6(n-3) observed with group 3 samples coincided with high hatching success in krill embryos. The ratio of 22:6(n-3)/20:5(n-3) also correlated to hatching success of embryos. The fatty acid profile of embryos in group 3 was similar to that of the field-collected embryos, reflecting the contribution of the commercial larval food in the maternal diet. In our study, the maternal diet was found to influence the fatty acid composition of embryos and in turn affects the hatching success of krill. Specific polyunsaturated fatty acids appeared to play important roles in embryogenesis in krill. © 2011 Springer-Verlag.",2-s2.0-80052960390
"Putland J., Sutton T.","Survey of larval Euphausia superba lipid content along the western Antarctic Peninsula during late autumn 2006",2011,"Polar Science","5","3",,"383","389",,"10.1016/j.polar.2011.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052422947&doi=10.1016%2fj.polar.2011.01.001&partnerID=40&md5=eb3936cfc9596abab478325ab5801b1a","A survey of larval Euphausia superba (furcilia stages four and six) was conducted in waters along the western Antarctic Peninsula during late autumn (May and June 2006). Larvae were collected from stations in four regions to estimate dry weight and lipid content. There were no statistically significant differences in the dry weight or lipid content among the regions sampled. The overall average (±S.D.) dry weight was 1.51 ± 0.32 mg indiv.-1 and 0.85 ± 0.12 mg indiv.-1 for F6 and F4 larvae, respectively. The average (±S.D.) lipid content was 21.6 ± 9.6 %DW and 27.9 ± 13.7 %DW for F6 and F4 larvae, respectively. © 2011 Elsevier B.V. and NIPR.",2-s2.0-80052422947
"Vallet C., Labat J.-P., Smith M., Koubbi P.","Interannual variations in euphausiid life stage distribution in the Dumont d'Urville Sea from 2004 to 2008",2011,"Polar Science","5","2",,"166","178",,"10.1016/j.polar.2011.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960698115&doi=10.1016%2fj.polar.2011.03.006&partnerID=40&md5=a4e03c84c04940db045995a812a21eca","Euphausiid larvae were caught by oblique tows of a double-framed bongo net at 118 stations along the coast of Terre Adélie during every summer from 2004-2008. Larvae of Euphausia crystallorophias Holt and Tattersall and Thysanoessa macrura G.O. Sars were observed in the study area every year in contrast to larvae of Euphausia superba which were absent during the entire period of sampling. Highest abundances of both species were observed during the summer of 2005 and the lowest in the summer of 2004. Larvae of E. crystallorophias dominated every year and comprised more than 80% of the total abundance of euphausiid larvae. Within species, the calyptopis stages especially calyptopis 1 of E. crystallorophias dominated compared to furcilia stages of T. macrura which were less abundant. For both species, spatio-temporal variations in abundances of developmental stages were significantly correlated to density and salinity of the deep water layer. In the case of calyptopis 3 of E. crystallorophias, spatio-temporal variations were correlated with the number of days between the end of the sea ice retreat and the sampling day and for T. macrura inversely correlated to temperature of surface water layer. These variations are discussed and related to the timing of sea ice retreat, the sea ice concentration as well as metabolic conditions of adults of both species during their spawning period. © 2011 Elsevier B.V. and NIPR.",2-s2.0-79960698115
"Takahashi K.T., Kawaguchi S., Kobayashi M., Toda T., Tanimura A., Fukuchi M., Odate T.","Eugregarine infection within the digestive tract of larval Antarctic krill, Euphausia superba",2011,"Polar Biology","34","8",,"1167","1174",,"10.1007/s00300-011-0979-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960446884&doi=10.1007%2fs00300-011-0979-0&partnerID=40&md5=7f1a9438b52c01f50805db9ea9d8139f","The infection rate of eugregarine parasites, Cephaloidophora pacifica, within the digestive tract of larval Antarctic krill, Euphausia superba, was examined using samples collected from the Indian sector of the Southern Ocean. Immature and mature eugregarine gamont stages were found at all larval stages older than Calyptopis I stage. Eugregarine infection in 14.0% (N = 108) of the first feeding stage (Calyptopis I) suggested that krill larvae are at risk from being infected during physiological transition from non-feeding to feeding stages. Eugregarine prevalence and intensity of infection at the three calyptopis stages increased with stage/krill length. Statistical analysis showed that the intensity of C. pacifica infection also increased with host density. Thus, krill density is probably a key determinant of the intensity of infection. We found gamont stage eugregarines in the host hind-gut, blocking the passage of food. Eugregarine infections in larval krill may have a negative impact on digestion and absorption in the host digestive tract. © 2011 Springer-Verlag.",2-s2.0-79960446884
"Wiebe P.H., Ashjian C.J., Lawson G.L., Piñones A., Copley N.J.","Horizontal and vertical distribution of euphausiid species on the Western Antarctic Peninsula U.S. GLOBEC Southern Ocean study site",2011,"Deep-Sea Research Part II: Topical Studies in Oceanography","58","13-16",,"1630","1651",,"10.1016/j.dsr2.2010.11.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955970036&doi=10.1016%2fj.dsr2.2010.11.015&partnerID=40&md5=25aa4687b3534a493225c9a2ae2daba1","The Western Antarctic Peninsula (WAP) is a site of high krill abundance and a likely source region for krill populations found to the north and east of the area. The U.S. GLOBEC Southern Ocean program studied factors that contribute to the overwintering success of krill in the region of Marguerite Bay, WAP. A MOCNESS net system was used to sample the vertical distribution and abundance of zooplankton relative to physical features (hydrography and circulation) during four broad-scale survey cruises in the fall and winter of 2001 and 2002. Four species were found throughout the study area on all four cruises: Euphausia superba, Euphausia crystallorophias, Euphausia triacantha, and Thysanoessa macrura. The species had significantly different horizontal and vertical distributions. Both E. superba and T. macrura were broadly distributed throughout the area, but the central 50% of their vertical distributions were distinct with E. superba most abundant in the upper 100. m in the coldest, freshest water (average temperature and salinity: -1.13 °C; 33.80) and T. macrura occurring between 100 and 250. m (at 0.01 °C; 34.228). E. crystallorophias had a more coastal distribution and was usually found deeper in slightly warmer and saltier water (-0.44 °C; 33.9982) than E. superba and either overlapped or was above T. macrura in depth. E. triacantha was much rarer and sporadically distributed in the study area and was found substantially deeper (center of distribution about 300. m) in the warmest saltiest water (1.40 °C; 34.65) than the other three euphausiid species. Larval distributions for E. superba indicated that at least some proportion of the populations resulted from reproduction and development on the continental shelf, and not solely from offshore reproduction and transport onto the shelf. A neutral particle tracking model was used to gain insight into the relative importance of shelf versus off-shelf origins for the larvae. The results suggest that a combination of offshore and onshore reproduction can account for the observed E. superba larval distributions in the U.S. SO GLOBEC study site. © 2010 Elsevier Ltd.",2-s2.0-79955970036
"O'Brien C., Virtue P., Kawaguchi S., Nichols P.D.","Aspects of krill growth and condition during late winter-early spring off East Antarctica (110-130°E)",2011,"Deep-Sea Research Part II: Topical Studies in Oceanography","58","9-10",,"1211","1221",,"10.1016/j.dsr2.2010.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954631978&doi=10.1016%2fj.dsr2.2010.11.001&partnerID=40&md5=bbee46c6b6b92604a6947884918bfdb5","Antarctic krill, Euphausia superba, is a keystone species in the Southern Ocean. However, information on growth, diet and condition during winter and early spring is limited, hampering our understanding of these fundamental biological parameters at this important period in their lifecycle. Our study assessed diet and condition of larval and postlarval krill collected from open water and below the ice off East Antarctica (110-130oE) in September/October 2007. Condition was assessed using lipid content, growth rates and digestive gland size; feeding history was assessed using fatty acid profiles and stomach content analysis; and a 207-day starvation study investigated the response of krill to long-term food deprivation. Potential food items (Calanus propinquus and sea-ice biota) were analysed for lipid and fatty acid composition to compare with krill samples. Krill were found to be in good condition, with mean growth rate of 0.95% per moult for postlarvae and 14.79% for larvae, and mean lipid content of 24.1% for postlarvae and 6.6% for larvae. Fatty acid profiles and stomach content analysis revealed two main feeding strategies - krill below the ice were feeding mostly on sea-ice diatoms, while those in open water were ingesting copepods and detritus. Krill below the ice had larger digestive glands than those in open water. Furciliae fatty acid profiles indicated a diet of heterotrophic flagellates and/or detritus. Postlarval krill survived 207 days of food deprivation by using body protein and lipid reserves for energy. In contrast, krill furciliae were severely depleted after just 5 days of food deprivation, indicating that they must feed continually at this time of year. Krill, copepods and sea-ice biota were all low in polyunsaturated fatty acids, indicating that krill must rely on later spring phytoplankton blooms to obtain these essential nutrients required for reproduction. © 2010 Elsevier Ltd.",2-s2.0-79954631978
"Kawaguchi S., Kurihara H., King R., Hale L., Berli T., Robinson J.P., Ishida A., Wakita M., Virtue P., Nicol S., Ishimatsu A.","Will krill fare well under Southern Ocean acidification?",2011,"Biology Letters","7","2",,"288","291",,"10.1098/rsbl.2010.0777","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954476891&doi=10.1098%2frsbl.2010.0777&partnerID=40&md5=0026328434e6c4a2f9e7b3a9ffafdb07","Antarctic krill embryos and larvae were experimentally exposed to 380 (control), 1000 and 2000 μatm pCO2 in order to assess the possible impact of ocean acidification on early development of krill. No significant effects were detected on embryonic development or larval behaviour at 1000 μatm pCO2; however, at 2000 μatm pCO2 development was disrupted before gastrulation in 90 per cent of embryos, and no larvae hatched successfully. Our model projections demonstrated that Southern Ocean sea water pCO2 could rise up to 1400 μatm in krill's depth range under the IPCC IS92a scenario by the year 2100 (atmospheric pCO2 788 μatm). These results point out the urgent need for understanding the pCO 2-response relationship for krill developmental and later stages, in order to predict the possible fate of this key species in the Southern Ocean. © 2011 The Royal Society.",2-s2.0-79954476891
"Marschoff E.R., Alescio N.S., Gallotti D., Donini G., Buján S.","A method for measuring the size of early euphausiid larvae",2011,"Polar Biology","34","3",,"455","458",,"10.1007/s00300-010-0885-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951767775&doi=10.1007%2fs00300-010-0885-x&partnerID=40&md5=56dd1f5f2f4d9c1eca315b865303a8c6","A simple method to measure early euphausiid larvae is tested on 35 specimens of Euphausia superba obtained in the Weddell-Scotia Confluence region (ranging from Calyptopes I to Furcilia III) against the measures obtained on the same specimens with a graduated eyepiece. The arrangement of the test includes two observers, four magnifications (from 7.5× to 62.5×) whenever feasible and two replications of each measurement. A total of 953 measurements were analyzed in an incomplete random blocks ANOVA design not finding significant differences between magnifications, methods, observers and their interactions. It was found that the relative differences between methods were of the same magnitude as the differences between replications (approximately 5%). The proposed method is less demanding on laboratory work, thus allowing the measurement of the large number of specimens needed to estimate size frequency distributions. © 2010 Springer-Verlag.",2-s2.0-79951767775
"la Mesa M., Catalano B., Greco S.","Larval feeding of Chionodraco hamatus (Pisces, Channichthyidae) in the Ross Sea and its relation to environmental conditions",2011,"Polar Biology","34","1",,"127","137",,"10.1007/s00300-010-0866-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751624934&doi=10.1007%2fs00300-010-0866-0&partnerID=40&md5=cc4caa907eded54e3309c8fbcf4ca64a","Feeding habits of early life stages of the channichthyid Chionodraco hamatus were investigated on samples collected in the western Ross Sea in early summer of 1996 and 2004. The stomach content analysis was carried out on larval and postlarval specimens ranging from 14 to 39 mm SL. Unlike larvae and juveniles of other channichthyids, which elsewhere largely rely on early life stages of Antarctic krill or ice krill, no euphausiids were found in the stomach contents of C. hamatus, except for a single large individual of Thysanoessa macrura. In both years, dietary composition consisted almost exclusively of notothenioid fish larvae. Early larvae of Pleuragramma antarcticum overwhelmingly dominated the diet in terms of abundance, biomass and frequency of occurrence, accounting for 98.4% of the index of relative importance (IRI). Other fish larvae consumed occasionally in small amount were Trematomus lepidorhinus, T. scotti and C. hamatus itself. As a result, the feeding strategy of C. hamatus was considerably shifted toward specialization, relying on relatively few taxa of prey, each of them showing a high prey-specific abundance. Comparing both dietary composition and feeding strategy of C. hamatus in the two different sampling years, several differences were observed, probably due to different environmental conditions, mainly linked to a significant delay of ice retreat and formation of the Ross Sea polynya verified in the 2003-2004 summer season. © 2010 Springer-Verlag.",2-s2.0-78751624934
"Azzali M., Leonori I., Biagiotti I., de Felice A., Angiolillo M., Bottaro M., Vacchi M.","Target strength studies on Antarctic silverfish (Pleuragramma antarcticum) in the Ross Sea",2010,"CCAMLR Science","17",,,"75","104",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650559400&partnerID=40&md5=745bd999aefada9f07a5e0d17c3f4d70","Target strength (TS) of preserved (frozen and defrosted) Antarctic silverfish (Pleuragramma antarcticum) of total length (TL) from 110 to 202.5 mm were measured ex situ (Ancona Bay) at 38, 120 and 200 kHz in May 2007 and in February 2009. Overall ex situ TS-TL relationships were: TS38 = 36.83Log TL(cm) -103.62 (N = 18); TS120 = 34.75Log TL(cm) -84.20 (N = 19); TS200 = 26.71Log TL(cm) -73.74; (N = 16). Nine in situ acoustic trawl experiments targeted at juveniles and post-larvae of P. antarcticum with a total length from 13 to 70 mm, were conducted in the southeast of the continental slope and shelf of the Ross Sea at depths from 30 to 120 m, during the Italian expeditions of 1997/98, 2000 and 2004. The regression lines for estimating TS from nine experiments were: TS38 = 57.58Log TL(cm) -123.77; TS120 = 51.94Log TL(cm) -105.92; TS200 = 46.61Log TL(cm) -95.29. These results indicate that the TS-TL relationships at 38, 120 and 200 kHz of adults of P. antarcticum differ consistently from those of post-larvae and juveniles. However, a simple model derived from the geometrical and acoustic characteristics of different parts of adult P. antarcticum and designed to ft fish life stages from adults to post-larvae and frequencies from 38 to 200 kHz, can predict the experimental TS measured both ex situ and in situ with a mean difference &lt;1.5 dB, although the differences between the predicted and measured TS at some fish lengths were high (from 7.16 to -3.14 dB). The model shows that the main contribution to the scattering for small fish is from soft tissues and for larger sizes from hard tissues (e.g. skeletal structures). This may explain why small and large fish have different TS-TL relationships. In the authors' opinion the model could be used to give a frst indication of the absolute abundance of P. antarcticum in the Ross Sea. A critical point is the decision rule to be used to differentiate P. antarcticum from Euphausia superba and E. crystallorophias that are present in the same region of the Ross Sea. Following the three-frequency decision criterion described in Azzali et al. (2004), some sizes of P. antarcticum could be confused acoustically with E. crystallorophias, but not with E. superba.",2-s2.0-78650559400
