Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,EID
"Kawaguchi S., Kurihara H., King R., Hale L., Berli T., Robinson J.P., Ishida A., Wakita M., Virtue P., Nicol S., Ishimatsu A.","Will krill fare well under Southern Ocean acidification?",2011,"Biology Letters","7","2",,"288","291",,"10.1098/rsbl.2010.0777","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954476891&doi=10.1098%2frsbl.2010.0777&partnerID=40&md5=0026328434e6c4a2f9e7b3a9ffafdb07","Antarctic krill embryos and larvae were experimentally exposed to 380 (control), 1000 and 2000 μatm pCO2 in order to assess the possible impact of ocean acidification on early development of krill. No significant effects were detected on embryonic development or larval behaviour at 1000 μatm pCO2; however, at 2000 μatm pCO2 development was disrupted before gastrulation in 90 per cent of embryos, and no larvae hatched successfully. Our model projections demonstrated that Southern Ocean sea water pCO2 could rise up to 1400 μatm in krill's depth range under the IPCC IS92a scenario by the year 2100 (atmospheric pCO2 788 μatm). These results point out the urgent need for understanding the pCO 2-response relationship for krill developmental and later stages, in order to predict the possible fate of this key species in the Southern Ocean. © 2011 The Royal Society.",2-s2.0-79954476891
"Yoshida T., Toda T., Hirano Y., Matsuda T., Kawaguchi S.","Effect of temperature on embryo development time and hatching success of the Antarctic krill Euphausia superba Dana in the laboratory",2004,"Marine and Freshwater Behaviour and Physiology","37","2",,"137","145",,"10.1080/10236240410001705789","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142767086&doi=10.1080%2f10236240410001705789&partnerID=40&md5=19fd90e68542a5fe77bee88395ddfe00","Embryos released by gravid females of Antarctic krill (Euphausia superba Dana) at the Port of Nagoya Public Aquarium, Japan were incubated in the laboratory to determine the development time and hatching success of embryos at -2.1, -1.7, -1.2, -0.6, -0.1, 0.8 and 2.4°C. Embryo development time was significantly related to temperature, and could be expressed either in an exponential model or Běléhradek's equation. D = 2.7 e-0.27T +2.92 D = 65.3(T + 8.8 -1.13 The Běléhradek's equation was compared with previous studies, and also with those on other marine crustaceans. The curve calculated by this equation was similar to those for other arctic zooplankton species. Hatching success ranged from 7 to 58%, and varied between each gravid female. The physical condition of gravid females may affect the embryo quality and the hatching success. The factors that determine embryo development time and hatching success are discussed by comparing the data with those from previous studies performed on euphausiids and other marine crustaceans. © 2004 Taylor and Francis Ltd.",2-s2.0-3142767086
"Smith M.A., Hubert W.A., Barrows F.T.","Failure of a Plant-and-Krill-Based Diet to Affect the Performance of Yellowstone Cutthroat Trout Broodfish",2004,"North American Journal of Aquaculture","66","1",,"61","69",,"10.1577/A03-017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0442281677&doi=10.1577%2fA03-017&partnerID=40&md5=629ed2c226e44c49c622f573b797813f","We compared the performance of Yellowstone cutthroat trout Oncorhynchus clarki bouvieri broodfish when fed a diet with corn Zea mays gluten meal, wheat Triticum spp. gluten meal, and krill Euphausia superba protein sources relative to two fish meal diets. We hypothesized that the plant-and-krill-based diet would lead to a greater bioavailability of trace minerals and result in better broodfish condition, greater egg fertilization rates, increased survival of embryos to the swim-up stage, and increased egg mineral content. The three diets were fed to three replicate lots of 2-year-old, captive-reared fish for a 10-month period prior to spawning. None of the measured characteristics of broodfish condition differed significantly among diets. We found no significant differences among diets in rates of egg fertilization or survival of embryos to the swim-up stage. Manganese levels were lower in the eggs of fish fed one of the fish meal diets, but that was the only measure of egg content with a significant difference among diets. The experiment did not indicate that the plant-and-krill protein diet was better than fish-meal-based diets relative to the physiological condition of broodfish or the reproductive capabilities of Yellowstone cutthroat trout broodfish reared in captivity.",2-s2.0-0442281677
"Hofmann E.E., Hüsrevoǧlu Y.S.","A circumpolar modeling study of habitat control of Antarctic krill (Euphausia superba) reproductive success",2003,"Deep-Sea Research Part II: Topical Studies in Oceanography","50","22-26",,"3121","3142",,"10.1016/j.dsr2.2003.07.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347447302&doi=10.1016%2fj.dsr2.2003.07.012&partnerID=40&md5=0829b7bcc4437422823cdabd425f5900","A one-dimensional, temperature-dependent model is implemented to simulate the descent-ascent cycle of Antarctic krill (Euphausia superba) embryos and larvae. Inputs to the model are monthly mean climatologies of ambient temperature and density fields obtained from the World Ocean Atlas Database for Southern Ocean waters. Simulations are done with a 1° resolution at a circumpolar scale, south of 60°S, and the results are interpolated to a 5′ grid to match the resolution of the bottom bathymetry data. Simulations of the descent-ascent cycle using environmental conditions corresponding to the Antarctic krill spawning season (December-March) resulted in unconstrained success in completion of the cycle in water deeper than 1000 m. Continental shelf regions favorable to successful hatching of Antarctic krill embryos are limited to areas along the west Antarctic Peninsula, large areas in the Bellingshausen and Amundsen Seas, offshore of Wilkes Land, and to the east and west of Prydz Bay. These are regions where the Southern Antarctic Circumpolar Current Front is along the shelf slope, the Antarctic Slope Front is absent, and Circumpolar Deep Water is present. The effect of seasonal variability in temperature on the descent-ascent cycle tends to enhance the probability of success in regions offshore of Wilkes Land, Queen Maud Land, and the eastern shelf of the Antarctic Peninsula later in the spawning season. The simulations show that success of the descent-ascent cycle is sensitive to initial embryo diameter and larval ascent rate. Initial embryo diameter may provide an additional constraint on success of the descent-ascent cycle, especially in continental shelf waters, where small embryos tend to encounter the bottom before hatching. The circumpolar distributions of simulated embryo hatching depth and larval success show that all regions of the Antarctic are not equal in the ability to support successful completion of the Antarctic krill descent-ascent cycle, which has implications for the overall circum-Antarctic krill distribution and for the development of nutrient and material budgets, especially for Antarctic continental shelf areas. © 2003 Elsevier Ltd. All rights reserved.",2-s2.0-0347447302
"Quetin L.B., Ross R.M.","Environmental variability and its impact on the reproductive cycle of antarctic krill",2001,"American Zoologist","41","1",,"74","89",,"10.1093/icb/41.1.74","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23044528094&doi=10.1093%2ficb%2f41.1.74&partnerID=40&md5=836622a26291197acddb8e34ba566ced","SYNOPSIS. ""Recruitment potential"" in Antarctic krill in the Palmer Long-Term Ecological Research (LTER) .study region west of the Antarctic Peninsula varied significantly over the 7-yr time series between January 1993 and January 1999. Timing of ovarian maturation, the percent of the population reproducing, and individual reproductive output (batch volume, embryo diameter) were measured. Indices have been developed to quantify the timing and intensity of reproduction in Antarctic krill. One finding important to estimates of population fecundity for this long-lived species is that the percent of the population reproducing can vary widely, from 10 to 98%. Each season was characterized as having delayed, average or advanced ovarian development. In this study we relate these indices to direct and indirect indicators of spring or annual food availability. The timing of the spring sea ice retreat and the extent of sea ice in the spring (September through November) appear to significantly affect the intensity and timing of reproduction in the population. Intensity of reproduction was highest under ""average"" conditions, and oöcyte development fastest with conditions of a late retreat and high spring sea ice extent.",2-s2.0-23044528094
"Ichii T., Katayama K., Obitsu N., Ishii H., Naganobu M.","Occurrence of Antarctic krill (Euphausia superba) concentrations in the vicinity of the South Shetland Islands: Relationship to environmental parameters",1998,"Deep-Sea Research Part I: Oceanographic Research Papers","45","8",,"1235","1262",,"10.1016/S0967-0637(98)00011-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031783385&doi=10.1016%2fS0967-0637%2898%2900011-9&partnerID=40&md5=58756c4b555a45fac5ea902af8688760","The influences of abiotic and biotic parameters on the occurrence of Antarctic krill (Euphausia superba) concentrations were studied in the waters north of the South Shetland Islands, a major krill fishing ground in the Antarctic, during the 1990/1991 austral summer. From early to mid-summer krill density increased and showed distinct offshore-inshore differences in abundance and maturity stages. In mid-summer, krill density was low in the oceanic zone (8 g m-2) and higher in the slope frontal zone (36 g m-2), being highest along the shelf break (131 g m-2) in the inshore zone. Krill were in the reproductive stage in the oceanic and frontal zones, but non-reproductive in the inshore zone. Water circulation, food and frontal features were considered important environmental factors determining the occurrence of high krill concentrations in these waters. Drifting buoys indicated that the surface water circulation in areas of krill concentrations was characterized by a sluggish current with eddies along the shelf break in the inshore zone and a shear current in the frontal zone, thus enhancing the residence time for krill. Diatom abundance in both the frontal and inshore zones increased from early to mid-summer, improving krill feeding conditions. Gravid females were closely associated with the frontal zone, showing that the latter may also be a favored spawning area because of the higher probability of survival for embryos and larvae; in addition to enhanced opportunities for their transport to nursery grounds by prevailing currents. In the waters north of the South Shetland Islands, krill appeared to be highly adapted for exploitation of the rich food resources of the frontal/inshore zone, taking advantage of oceanographic features that led to their retention in these zones.",2-s2.0-0031783385
"Capella J.E., Quetin L.B., Hofmann E.E., Ross R.M.","Models of the early life history of Euphausia superba-Part II. Lagrangian calculations",1992,"Deep Sea Research Part A, Oceanographic Research Papers","39","7-8",,"1201","1220",,"10.1016/0198-0149(92)90064-Z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027009053&doi=10.1016%2f0198-0149%2892%2990064-Z&partnerID=40&md5=2288f6088a5082ef873e91035bd41c67","A three-dimensional time-dependent model of the circulation in the Bransfield Strait-South Shetland Islands region and a physiologically-based, temperature-dependent model of the descent-ascent behavior of the embryos and larvae of Euphausia superba were combined in a Lagrangian particle tracing model to simulate trajectories of krill embryos and larvae. The Lagrangian calculations show that: (1) surface flow is the primary factor influencing the final location of the embryo-larva particle; and (2) timing of krill spawning affects the eventual position of the feeding larvae. Seasonal changes in the wind stress field result in variability in direction and velocity of surface currents, which affects the embryo-larva trajectories. Conditions favourable for the transport of larvae to Bransfield Strait occur early in the spawning season. East of the Antarctic Peninsula larvae have a greater probability of entering Bransfield Strait if the krill embryos are released in mid-summer, January to February. Embryos released to the north of the South Shetland Islands, west of 62°W are transported into Drake Passage. Embryos released to the north of the South Shetland Islands and east of Livingston Island are transported westward where they can eventually enter Bransfield Strait. Krill larvae also are transported into Bransfield Strait from the Bellingshausen and Weddell Seas. The Lagrangian trajectories show that the western Bransfield Strait is a region of potentially high larval concentration due to transport from surrounding areas as well as local production. This is in agreement with observed krill larvae distributions, which show higher concentrations in this region. © 1992.",2-s2.0-0027009053
"Hofmann E.E., Capella J.E., Ross R.M., Quetin L.B.","Models of the early life history of Euphausia superba-Part I. Time and temperature dependence during the descent-ascent cycle",1992,"Deep Sea Research Part A, Oceanographic Research Papers","39","7-8",,"1177","1200",,"10.1016/0198-0149(92)90063-Y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027009051&doi=10.1016%2f0198-0149%2892%2990063-Y&partnerID=40&md5=6d419d98f4087f43690949841e572d2d","A time- and temperature-dependent model was developed to simulate the descent-ascent behavior of the embryos and early larval stages of the Antarctic krill, Euphausia superba. This model combines laboratory measurements of temperature effects on developmental times, density and physiology of krill embryos and larvae and the observed water temperature structure in the Bransfield Strait-South Shetland Islands region. Simulations with observed vertical temperature profiles from this region show that embryos that develop at temperatures less than 0°C hatch relatively deep (≈1000 m) or hit the bottom before hatching. The presence of warm (1-2°C) Circumpolar Deep Water (CDW), between 200 and 700 m, results in hatching depths of about 700 m. The sinking rate pattern characteristic of the embryos of Euphausia superba retains the embryos in the CDW, where development is accelerated. Larval ascent rate through the CDW is rapid, so larvae reach the surface before metamorphosing into the first feeding stage, and have sufficient carbon reserves to drift at the surface for several weeks before needing to find food. These results suggest that the sinking rate pattern characteristic of embryos of Antarctic krill may be part of a reproductive strategy that evolved in response to the thermal structure of its environment. The complementary component of this reproductive strategy is the observed correlation between the distribution of krill schools containing reproducing individuals and the presence of CDW. With this reproductive strategy, the spawning regions of Antarctic krill are in areas where oceanic conditions enhance the probability of survival of its embryos and non-feeding larvae. © 1992.",2-s2.0-0027009051
"Ross R.M., Quetin L.B.","Ecological physiology of larval euphausiids, Euphausia superba (Euphausiacea)",1991,"Memoirs - Queensland Museum","31",,,"321","333",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026379432&partnerID=40&md5=79370d032613e26c992744bb0a82356f","There are several critical periods during the first year of life that will affect survival, and thus recruitment of young krill into the adult population. The first critical period occurs during development of the non-feeding stages. Release of embryos over warm deep water (250-400 m) is advantageous for these early larval stages. The geographical distribution of spawning populations combined with the observed pattern in sinking rates of embryos during development form a reproductive strategy that maximises survival of the early non-feeding stages. The first winter is the second critical period. Physiological condition of larvae and juveniles is an index of their nutritional history and ability to survive and enter the adult population the following summer. Significant differences were found in the physiological condition of larvae collected during two winters which differed primarily in the degree of ice cover. Larvae in the heavy ice winter had higher growth rates, higher condition factor and more lipid. Although phytoplankton in the water column were scarce in both winters, ice biota were an additional possible source of food during the heavy ice winter. -from Authors",2-s2.0-0026379432
"Ross R.M., Quetin L.B.","Energetic cost to develop to the first feeding stage of Euphausia superba Dana and the effect of delays in food availability",1989,"Journal of Experimental Marine Biology and Ecology","133","1-2",,"103","127",,"10.1016/0022-0981(89)90161-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024944991&doi=10.1016%2f0022-0981%2889%2990161-5&partnerID=40&md5=b7cae41bc9262cfc4aea8f4775d0a037","C and N lost or gained during development and the substratum utilized were determined from measurements of the C and N content of laboratory-reared larvae of the Antarctic krill Euphausia superba Dana from hatching through mid-Calyptopis 1 (Cl, the first feeding stage) at 0, 1 and 2 °C. The relative and absolute use of C and N during early development supported the hypothesis that lipid stores were the primary catabolic substratum during development to Cl and mid-way through Cl. Both measured and calculated estimates of the C required to develop from hatching to Cl indicated that larvae developing at higher temperatures used less energy to reach the Cl stage. After metamorphosis to the Cl stage, internal C reserves continued to satisfy ≈90% of calculated C requirements of fed larvae but the availability of food during this time may be important for development of the digestive enzyme system or of efficient feeding behavior. Development, growth, survival and elemental composition of larvae that experienced delays in food availability after metamorphosis to Cl were observed at 0 and 2 °C. Results of these experiments were used to determine the point-of-no-return (PNR) and quantify the importance of energy reserves to the first feeding stage. If initial delays in food availability exceed a certain point (PNR), starved larvae cannot recover when refed and eventually die. Short delays in food availability affected the timing of development, not the ability to continue to develop, but after iong delays the larvae lost the ability to metamorphose. The PNR depends not only on the initial energy reserves of the embryo but also on the amount of energy needed to reach Cl which in turn depends on the effect of temperature on O2 consumption rates and developmental times. The PNR of 10-14 days from the food availability experiments was similar to the calculated PNR from metabolic requirements and known lipid reserves. The calculated PNR increased with increasing temperature, from 9 to 15 days within the environmental range. Despite the narrow temperature range in the Southern Ocean, both temperature and food availability will affect the survival and recruitment of the early larvae of E. superba. © 1989.",2-s2.0-0024944991
"Quetin L.B., Ross R.M.","Effects of oxygen, temperature and age on the metabolic rate of the embryos and early larval stages of the Antarctic krill Euphausia superba Dana",1989,"Journal of Experimental Marine Biology and Ecology","125","1",,"43","62",,"10.1016/0022-0981(89)90215-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024483373&doi=10.1016%2f0022-0981%2889%2990215-3&partnerID=40&md5=0ef763347fcf5238e86eadb25cd3afb1","During their developmental descent and ascent, the embryos and early larvae of the Antarctic krill Euphausia superba Dana encounter a range of temperatures and partial pressures of oxygen. Oxygen consumption rates of known age embryos and early larvae were measured at 0 ° C and at partial pressures ranging from 90 to 0% of air saturation. Four of the five stages of embryos (single cell, multiple cell, gastrula, and limb bud) and the larval stages (Nauplius I, Nauplius II, Metanauplius, and Calyptopis 1, the first feeding stage) regulated their oxygen uptake down to 7.3 kPa. Younger stages of embryos and larvae were able to regulate oxygen uptake at lower partial pressures of oxygen than older stages. Embryos close to hatching (twitch) were not good regulators. The oxygen consumption rates of the developing embryos and larvae usually will be independent of the partial pressure of oxygen in the environment. The pattern of oxygen consumption with age was similar to that of many fish: a low respiration rate at fertilization, increasing slowly until the embryos hatch, then a sharp increase at hatching when the larvae begin to swim, with a two-fold variability between the oxygen consumption rates of larvae of the same stage and age determined in different experiments. Embryo metabolism was only 3.45% of the total metabolic demand of all the non-feeding stages. Thus, most of the lipid reserves can be passed on to the larvae for use during development to the first feeding stage. Only the larvae were used in experiments to determine the effect of temperature on oxygen consumption rates. Experimental temperatures were -1,0, and 2 ° C, spanning nearly the full range of temperatures that the larvae encounter in the environment during early development. The effect of temperature on oxygen consumption was not linear. Oxygen consumption rates for the same age or stage larvae at 0 and 2 ° C were the same, and much higher than those at -1 ° C. The metabolism-temperature response suggests that oxygen consumption rates are temperature independent for the Calyptopis 1 larvae in the surface waters, where temperatures are usually > 0 ° C during the summer when these larvae appear. © 1989.",2-s2.0-0024483373
"Ross R.M., Quetin L.B., Kirsch E.","Effect of temperature on developmental times and survival of early larval stages of Euphausia superba Dana",1988,"Journal of Experimental Marine Biology and Ecology","121","1",,"55","71",,"10.1016/0022-0981(88)90023-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024260465&doi=10.1016%2f0022-0981%2888%2990023-8&partnerID=40&md5=5218d25d86bed3eb3635844983bf4f7c","Larvae of Euphausia superba Dana were reared from embryo to Calyptopis 3 in the laboratory at four temperatures characteristic of the range found in the environment (-1, 0, 1, and 2°C). The relationship between temperature and developmental times was curvilinear, with a sharp decrease in developmental time between -1 and 0°C, followed by a gradual flattening of the curve. The relationship was best described by the exponential model D = B0* e-B1(T) + B2, where D is developmental time in days, T is the temperature, and B0, B1, and B2 are fitted constants. In three of the four batches of larvae reared at -1°C, all larvae died within 3 days of metamorphosis to Calyptopis 1, while siblings at higher temperatures developed normally. These results suggests that a cold sensitive period exists during early larval development. The type of food available also affected the survival of three groups of siblings. Larvae fed a diatom mixture developed normally, while those fed a small flagellate or starved all died before metamorphosis to Calyptopis 2. The effects of temperature and food type on the development and survival of the early larval stages have important ecological implications for the recruitment of E. superba. If spawning occurs in areas where the embryos or larvae encounter subzero water during a temperature sensitive period, recruitment in these waters may be very low, independent of food availability. If the embryos and larvae do not encounter subzero water during a sensitive period, recruitment may be more dependent on the type and concentration of food available. © 1988.",2-s2.0-0024260465
"George R.Y., Strömberg J.-O.","Development of eggs of Antarctic krill Euphausia superba in relation to pressure",1985,"Polar Biology","4","3",,"125","133",,"10.1007/BF00263875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012340361&doi=10.1007%2fBF00263875&partnerID=40&md5=25196ad7251b067589efa16e9d85ce95","This paper focuses upon the influence of increasing hydrostatic pressure on the development of krill eggs at 2°C. This experimental study on the embryology of Euphausia superba was conducted at the Palmer Station, Antarctica during the 1982-1983 austral summer. The gravid females were captured from Bransfield Strait aboard the R/V Hero. The various embryological stages such as early cleavage, blastula, gastrula and limb-bud nauplius larva were defined and described. The duration for these various developmental stages at 1 atm was also established at +2°C and compared with the timing of this event at negative temperature. Krill embryonic development is inhibited at 4°C. The sinking rate of eggs and embryos was also measured at various pressure. The data suggest that pressure does not significantly influence the sinking rate. There appears to be a wide variation of sinking rates of eggs within the same brood. based on a simulated model of sinking rate, egg development was studied at increasing pressure. Pressure of 5-20 atm accelerates the rate of cleavage and therefore the 32-celled stage is attained within 5-8 h, while at 1 atm it took 13 h to reach the same stage. Pressure thus seems to have some influence on the duration of the development of different developmental stages of krill embryos. © 1985 Springer-Verlag.",2-s2.0-0012340361
"Ikeda T.","Metabolic rate and elemental composition (C and N) of embryos and non-feeding early larval stages of antarctic krill (Euphausia superba Dana)",1985,"Journal of Experimental Marine Biology and Ecology","90","2",,"119","127",,"10.1016/0022-0981(85)90114-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0004373536&doi=10.1016%2f0022-0981%2885%2990114-5&partnerID=40&md5=1b17eeae07dd4d67fce2d787fcc2d6ea","The metabolic rate (oxygen consumption, ammonia excretion) and elemental composition (C, N) of embryos and early larval stages (nauplius II, metanauplius) of Antarctic krill (Euphausia superba Dana) were measured at -1 °C. Oxygen consumption was constant during embryonic development, but increased rapidly after hatching. Ammonia excretion was not detected in embryos and larvae. Body C and N were stable during embryonic development, but decreased during early larval development. The ratio of body C to N remained unchanged ( C N = 5.7) during development from embryo to metanauplius. SEM examination of larval morphology confirmed that the metanauplius is still a non-feeding stage. Integrated losses from embryo release to first feeding stage of body C and N for metabolism (plus minor amounts in embryo shells and moults) were estimated to be 32-45% and 3-71%, respectively, of initial C and N contents of the embryo. Extrapolation of the observed loss rates of body C and N gave similar results, indicating that krill embryos develop to the end of the metanauplius stage without external food. © 1985.",2-s2.0-0004373536
"Amsler M.O., George R.Y.","Changes in the biochemical composition of Euphausia superba Dana embryos during early development",1985,"Polar Biology","4","2",,"61","63",,"10.1007/BF00442901","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12644305438&doi=10.1007%2fBF00442901&partnerID=40&md5=5e1bcebcbdc3c2b3ec9c658ed9ed0546","The biochemical composition of developing Euphausia superba Dana embryos has been examined at three stages: fresh spawned, gastrula, and limb bud. Fresh spawn embryos had 31% lipid, 1.0% carbohydrate, and 57% protein on a gram dry weight basis. Throughout development lipids were utilized more slowly than in other crustacean embryos for a total utilization of 37.5%. Overall, 35.6% of the starting protein was utilized. On a weight basis, twice as much protein than lipid was used during development, and it appeared that, energetically, protein and lipid contributed equally to the energetics of the developing embryo. Carbohydrate was evidently a minor substrate in early development, although the level increased 38% during development. Average water content was 86% in fresh spawned embryos and 88% in the gastrula stage. The average dry weight of the embryos throughout development was 30 μg. The features of planktonic embryos are contrasted with demersal embryos and the atypical metabolic pattern of krill embryos is discussed. © 1985 Springer-Verlag.",2-s2.0-12644305438
"Ross R.M., Quetin L.B.","The effect of pressure on the sinking rates of the embryos of the Antarctic krill, Euphausia superba",1985,"Deep Sea Research Part A, Oceanographic Research Papers","32","7",,"799","807",,"10.1016/0198-0149(85)90116-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022248824&doi=10.1016%2f0198-0149%2885%2990116-5&partnerID=40&md5=284e415769409bad1da20633b8d4d62a","The sinking rates of embryos of the Antarctic krill, Euphausia superba, were measured during development in the laboratory. The sinking rates were determined at two hydrostatic pressures, 10 and 1000 dbar. There was no significant difference in the sinking rates of the eggs measured at the two pressures at any time during development. The two possible effects of hydrostatic pressure-increasing the density of the seawater and compressing the embryo-are antagonistic and of the same relative magnitude. In a static water column, the effect of the physical environment on the developmentaltime and not the sinking rate appears to be the most important factor determining the depth where the embryos of E. superba hatch. © 1985.",2-s2.0-0022248824
"Quetin L.B., Ross R.M.","Depth distribution of developing Euphausia superba embryos, predicted from sinking rates",1984,"Marine Biology","79","1",,"47","53",,"10.1007/BF00404984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012294630&doi=10.1007%2fBF00404984&partnerID=40&md5=0cdff5c8dce350eaa849cf9f6da22069","Sinking rates of the embryos of Euphausia superba were measured during development in the laboratory at Palmer Station. Antarctic Peninsula, during austral summer 1982. Two densities of seawater were used in these experiments; the lower density (1.027 g cm-3) is characteristic of the upper 300 m of the water column, the higher (1.029 g cm-3) is characteristic of the deeper ""circumpolar deep water"". During development, the eggs sank at an initial average rate of 175 m d-1, declining to 51 m d-1 during the gastrula to early limb bud stages and increasing before hatching to near initial rates. The larvae hatched within 6 d. We predict that the majority of the embryos of E. superba should hatch at a depth of about 850 m. © 1984 Springer-Verlag.",2-s2.0-0012294630
