Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,EID
"Piccolin F., Meyer B., Biscontin A., De Pittà C., Kawaguchi S., Teschke M.","Photoperiodic modulation of circadian functions in Antarctic krill Euphausia superba Dana, 1850 (Euphausiacea)",2018,"Journal of Crustacean Biology","38","6",,"707","715",,"10.1093/jcbiol/ruy035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072377108&doi=10.1093%2fjcbiol%2fruy035&partnerID=40&md5=50289b2a066a17cbda5c92266f3e37af","An endogenous circadian clock influences metabolic output rhythms in the Antarctic krill (Euphausia superbaDana, 1850), a key species in the Southern Ocean ecosystem. Seasonal changes in photoperiod in Antarctica, ranging from midnight sun (24 h light) during mid-summer to very short days (3-4 h light) during mid-winter, represent a challenge for the synchronization of the krill circadian clock. We analyzed clock gene activity and clock output functions in krill exposed to different light conditions during a long-term photoperiodic simulation in the laboratory. In simulated early-autumn (light/dark or LD 16:8) and late-winter (LD 8:16) conditions, the circadian clock of krill was functional and the metabolic output was synchronized to the light/dark cycle, the clock genes Esper and Esclk peaked in antiphase around simulated dusk/dawn and most metabolic-related genes showed upregulation around simulated dusk. In contrast, in simulated mid-summer (light/light or LL) and mid-winter (LD 3:21) conditions, the synchronization of the circadian clock and the metabolic output appeared to be weaker, with clock gene expression becoming arrhythmic and upregulation of metabolic genes occurring at different times during the day. Early-autumn and late-winter photoperiodic cues in the laboratory thus seem to be sufficient to entrain the krill clock and promote metabolic synchronization, whereas mid-winter and mid-summer photoperiodic cues seem to be insufficient for krill entrainment. Krill in the field may overcome the seasonal lack of overt photoperiodic cycle occurring during mid-summer and mid-winter by using alternative light-related Zeitgebers (i.e., varying light intensity rather than the presence or absence of light) to promote basic homeostatic rhythms over 24 h. © 2018 The Author(s) 2018. Published by Oxford University Press on behalf of The Crustacean Society.",2-s2.0-85072377108
"Hellessey N., Ericson J.A., Nichols P.D., Kawaguchi S., Nicol S., Hoem N., Virtue P.","Seasonal and interannual variation in the lipid content and composition of Euphausia superba Dana, 1850 (Euphausiacea) samples derived from the Scotia Sea fishery",2018,"Journal of Crustacean Biology","38","6",,"673","681",,"10.1093/jcbiol/ruy053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071150613&doi=10.1093%2fjcbiol%2fruy053&partnerID=40&md5=92d27e7454437b532c693b284561f307","The Antarctic krill (Euphausia superbaDana, 1850) is an important trophic link between phytoplankton and higher trophic levels. Knowledge of the lipid biochemistry of krill assists in understanding their seasonal biology and predicting their responses to ecological changes. We collected daily samples of krill from a commercial fishing vessel operating in the Atlantic Sector of the Southern Ocean from 2014 to 2016. We analysed the total lipid content of krill sampled every two weeks and the relative distribution of lipid class levels to examine seasonal trends. Krill total lipid content varied significantly within and between seasons and sexes. An annual sinusoidal trend was seen in total lipid content with the highest values in autumn and the lowest in spring (average 380 and 87 mg/g dry mass, respectively). Total lipids in krill increased during summer, peaking in autumn, with the total lipids in winter individuals decreasing towards spring. The relative distribution of lipid class levels varied between season and year. Levels of triacylglycerol showed the same seasonal trend as total lipid content, whilst phospholipid showed the inverse trend indicating the contrasting roles of these two dominant lipid classes. These data provide high-resolution information on the seasonality of krill lipid content and composition. This information has both ecological and commercial utility. © 2018 The Author(s) 2018. Published by Oxford University Press on behalf of The Crustacean Society. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",2-s2.0-85071150613
"Ericson J.A., Hellessey N., Nichols P.D., Kawaguchi S., Nicol S., Hoem N., Virtue P.","Seasonal and interannual variations in the fatty acid composition of adult Euphausia superba Dana, 1850 (Euphausiacea) samples derived from the Scotia Sea krill fishery",2018,"Journal of Crustacean Biology","38","6",,"662","672",,"10.1093/jcbiol/ruy032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065862709&doi=10.1093%2fjcbiol%2fruy032&partnerID=40&md5=4a36d4f79405c5659067341435240b92","The fatty acid content and composition of the Antarctic krill Euphausia superba Dana, 1850 were investigated using samples collected by a commercial fishing vessel. This dataset allowed comparison between seasons, years (2013-2016), and different fishing locations. Quantities of omega 3 fatty acids 20:5n-3 and 22:6n-3 (mg/g dry mass; DM) were highest in autumn and decreased through winter to reach a spring low. Quantities of the flagellate marker 18:4n-3 and diatom marker 16:1n-7c were variable and did not display the same seasonal fluctuations. In summer, krill had high percentages (% total fatty acids) of 20:5n-3 and 22:6n-3, total PUFA, and low 18:1n-9c/18:1n-7c ratios, indicating a more herbivorous diet. Krill became more omnivorous from autumn to spring, indicated by increasing ratios of 18:1n-9c/18:1n-7c and percentages of ς 20:1 + 22:1 isomers. Bacterial fatty acids (ς C15 + C17 + C19 isomers) were minor components year-round (0.9-1.8 %). Seasonal levels of herbivory and omnivory differed between years, and levels of specific fatty acid ratios differed between fishing locations. The fatty acid 18:4n-3 was a major driver of variability in krill fatty acid composition, with no obvious seasonal driver. This is the first study to report krill fatty acid data during all four seasons over consecutive years. This large-scale study highlights the value of using fisheries samples to examine seasonal and annual fluctuations in krill diet and condition. © 2018 The Author(s) 2018. Published by Oxford University Press on behalf of The Crustacean Society. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",2-s2.0-85065862709
"Zhu G., Yang Y., Song Q., Zhang H.","Precision of growth band determination from eyestalk sections of Antarctic krill (Euphausia superba) preserved in formalin",2018,"Fisheries Research","197",,,"1","6",,"10.1016/j.fishres.2017.09.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030331221&doi=10.1016%2fj.fishres.2017.09.020&partnerID=40&md5=458c063bab6a76d5c17147c4d59cd0cc","Age information for commercial fish species is crucial to fishery management. Age information for Antarctic krill (Euphausia superba) will be important for stock assessment modeling and future feedback management of krill fisheries. Samples stored in 70% ethanol provide an opportunity to detect the growth bands of eyestalk sections. Moreover, information derived from samples preserved in formalin will have a greater impact on the feedback management process because this preservation method was more common in previous decades. Out of 162 Antarctic krill individuals preserved in 5% formalin, the growth bands from eyestalk sections of 134 samples were readable. The relationship between the total length and the growth bands in the eyestalk was analyzed. Three main parameters, including exact percent agreement (EPA), coefficient of variation (CV), and average percentage error (APE), were used to evaluate the precision of the growth bands.Results show decreased CV and APE values and an increase in the EPA value with the accumulation of reading runs. This method is direct and uses a grinding and polishing technique before reading, contrary to Krafft et al. (2016) and Kilada et al. (2017). Combined with published studies, specimens collected from autumn to winter in this study can provide a better understanding of Antarctic krill growth. This study presents important information for age determination, particularly for specimens preserved in formalin, and will benefit the stock assessment and acoustic estimation of this species in the future. Further studies are required to validate the correlation between growth bands and age. Additionally, more samples from different seasons and regions are also needed to fully understand the growth dynamics of this species. © 2017 Elsevier B.V.",2-s2.0-85030331221
"Nachtsheim D.A., Jerosch K., Hagen W., Plötz J., Bornemann H.","Habitat modelling of crabeater seals (Lobodon carcinophaga) in the Weddell Sea using the multivariate approach Maxent",2017,"Polar Biology","40","5",,"961","976",,"10.1007/s00300-016-2020-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982918806&doi=10.1007%2fs00300-016-2020-0&partnerID=40&md5=0b3af4daf997dd6fe0732702e32cdacf","The crabeater seal (Lobodon carcinophaga) is the most abundant Antarctic seal and inhabits the circumpolar pack ice zone of the Southern Ocean. Until now, information on important environmental factors affecting its distribution as well as on foraging behaviour is limited. In austral summer 1998, 12 crabeater seals of both sexes and different age classes were equipped with satellite-linked dive recorders at Drescher Inlet (72.85°S, 19.26°E), eastern Weddell Sea. To identify suitable habitat conditions within the Weddell Sea, a maximum entropy (Maxent) modelling approach was implemented. The model revealed that the eastern and southern Weddell Sea is especially suitable for crabeater seals. Distance to the continental shelf break and sea ice concentration were the two most important parameters in modelling species distribution throughout the study period. Model predictions demonstrated that crabeater seals showed a dynamic response to their seasonally changing environment emphasized by the favoured sea ice conditions. Crabeater seals utilized ice-free waters substantially, which is potentially explained by the comparatively low sea ice cover of the Weddell Sea during summer 1998. Diving behaviour was characterized by short (>90 % = 0–4 min) and shallow (>90 % = 0–51 m) dives. This pattern reflects the typical summer and autumn foraging behaviour of crabeater seals. Both the distribution and foraging behaviour corresponded well with the life history of the Antarctic krill (Euphausia superba), the preferred prey of crabeater seals. In general, predicted suitable habitat conditions were congruent with probable habitats of krill, which emphasizes the strong dependence on their primary prey. © 2016, The Author(s).",2-s2.0-84982918806
"Cherel Y., Quillfeldt P., Delord K., Weimerskirch H.","Combination of at-sea activity, geolocation and feather stable isotopes documents where and when seabirds molt",2016,"Frontiers in Ecology and Evolution","4","FEB","3","","",,"10.3389/fevo.2016.00003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977843378&doi=10.3389%2ffevo.2016.00003&partnerID=40&md5=73237bce0ada37d2eb78fcdc70271ac2","Key facets of the foraging ecology of seabirds during the inter-breeding period still remain poorly understood because of the difficulty of studying them at sea, including during the energy-demanding molting stage. Here, the extent to which three sympatric petrels (Antarctic and thin-billed prions, and blue petrel) from the subantarctic Kerguelen Islands modify their foraging ecology during molt was investigated using a combination of complementary tools, namely miniaturized saltwater immersion geolocators (GLS) and the isotopic method. Firstly, molting behavior was first characterized in the blue petrel, a reference species that is known to renew its plumage in autumn. GLS and feather stable isotopes (δ 13 C as a proxy of the birds' foraging habitat) indicated that the post-breeding molt of blue petrel occurred in Antarctic waters. Importantly, activity recorders showed that molt was marked by a strong peak in time spent daily sitting on water, which thereafter declined to lower values during the remaining winter months. Secondly, the peak in time spent sitting on water was used as a proxy to characterize the contrasted molt strategies of the two prion species. As blue petrels demonstrated, thin-billed prions molted during the post-breeding period in cold Antarctic waters where they fed primarily on low trophic level prey, most likely Antarctic krill (δ 15 N as a proxy of the birds' diet). By contrast, Antarctic prions presented an unexpected pre-breeding molt of longer duration that took place further north, in warm subtropical waters. Interestingly, the two Antarctic molting species, the blue petrel and thin-billed prion, renewed their plumage at the same time and within the same oceanic zone that is likely to be a previously undescribed hot spot of seabird diversity during the Austral autumn. The study contributes to a growing body of evidence that closely-related species exhibit various foraging strategies allowing ecological segregation and sheds new light on the poorly known critical molting stage of seabirds. © 2016 Cherel, Quillfeldt, Delord and Weimerskirch.",2-s2.0-84977843378
"Ruan C., Zhang H., Cui X.-S., Wu Y.-M., Yang S.-L.","Spatial-temporal distribution of antarctic krill fishing ground and their relationship with sea surface temperature in waters around the South Shetland Islands",2016,"Chinese Journal of Ecology","35","9",,"2435","2441",,"10.13292/j.1000-4890.201609.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021868231&doi=10.13292%2fj.1000-4890.201609.007&partnerID=40&md5=1f1995ab495071c90c927a444b4a07ca","According to the data on the catch of the Antarctic krill in the Southern Ocean of 48.1 fishing area and sea surface temperature (SST) obtained by remote sensing method, this study analyzed the spatial-temporal distribution of catch per unit of fishing effort (CPUE) of the Antarctic krill and the relationship between CPUE with SST from 2010 to 2014. The results showed that the Antarctic krill fishery mainly distributed in the northeast of the South Shetland Islands (61°S-64°S, 58°W-60°W). Generally, there were obvious seasonal changes in CPUE of this fishery. The second higher value of CPUE appeared in December (about 16.0 t·h-1). Until February of the next year, the CPUE gradually decreased, and then an increasing trend was observed from February to April. The CPUE reached the highest value in April (about 16.5 t·h-1), and then began to decrease after April. From December to February of the following year, the fishery center moved towards the Southeast and there was a huge change in the fishery center. From February to May, it roughly moved to the West and arrived at its southern end. A slight change of fishery center happened from March to May, mainly at 63°S-63.5°S, 58.5°W-59.5°W. Moreover, in June, October and December, the fishery center gradually developed northward and reached the northernmost or easternmost part in December. On the whole, the suitable SST values of 48.1 fishery in Antarctic krill fishing areas ranged from -0.1 to 1.2°C. It was suggested that summer and autumn (from December to May in the next year) were the main fishing seasons due to the suitable SST. © 2016, editorial Board of Chinese Journal of Ecology. All rights reserved.",2-s2.0-85021868231
"Saunders R.A., Collins M.A., Ward P., Stowasser G., Shreeve R., Tarling G.A.","Trophodynamics of Protomyctophum (Myctophidae) in the Scotia Sea (Southern Ocean)",2015,"Journal of Fish Biology","87","4",,"1031","1058",,"10.1111/jfb.12776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942985383&doi=10.1111%2fjfb.12776&partnerID=40&md5=1e5924a3efc052260c112c4ddc65b921","This study investigated spatial and temporal patterns in distribution, population structure and diet of Bolin's lanternfish Protomyctophum bolini, Tenison's lanternfish Protomyctophum tenisoni and gaptooth lanternfish Protomyctophum choriodon in the Scotia Sea using data collected by midwater trawl during spring, summer and autumn. Protomyctophum bolini was the most abundant species of the genus encountered throughout the Scotia Sea with the greatest concentrations occurring around the Antarctic Polar Front (APF). This species had a life cycle of 2+years, but spatial differences in population structure were apparent as the I-group was absent from all regions south of the APF, suggesting that the species does not recruit in the Scotia Sea. Protomyctophum tenisoni occurred mostly in waters characteristic of the APF and was absent from the southern Scotia Sea. It had a limited size range, but there was clear size-related sexual dimorphism with males significantly larger than females. The species had a life cycle of c. 2years, but the I-group (c. 1year old, 1 November to 31 October the next year) occurred only in regions close to the APF suggesting that recruitment is restricted to these waters. A seasonal southward migration for P. choriodon is likely as the species occurred mostly to the south-west of South Georgia in summer, but extended to the sea-ice sectors in autumn. Protomyctophum choriodon had a life cycle of 4+years in the Scotia Sea and the population was dominated by age classes >3years old. Larval stages were absent during the surveys for all species. Diurnal variations in vertical distribution were apparent for all three species. Interspecific variations in diet were evident, but all species were primarily copepod feeders, with Metridia spp., Rhincalanus gigas and Calanus simillimus generally dominating their diet. Small euphausiids, principally Thysanoessa spp., were also an important component of their diets, particularly for P. choriodon which had the largest body size. The spatial and temporal variations in diet for both P. bolini and P. tenisoni were broadly consistent with underlying abundance patterns within the mesozooplankton community. © 2015 The Fisheries Society of the British Isles.",2-s2.0-84942985383
"Flores H., Hunt B.P.V., Kruse S., Pakhomov E.A., Siegel V., van Franeker J.A., Strass V., Van de Putte A.P., Meesters E.H.W.G., Bathmann U.","Seasonal changes in the vertical distribution and community structure of Antarctic macrozooplankton and micronekton",2014,"Deep-Sea Research Part I: Oceanographic Research Papers","84",,,"127","141",,"10.1016/j.dsr.2013.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890833710&doi=10.1016%2fj.dsr.2013.11.001&partnerID=40&md5=679ff5e2136e870d8e1f4f4c024d61ca","The macrozooplankton and micronekton community of the Lazarev Sea (Southern Ocean) was investigated at 3 depth layers during austral summer, autumn and winter: (1) the surface layer (0-2. m); (2) the epipelagic layer (0-200. m); and (3) the deep layer (0-3000. m). Altogether, 132 species were identified. Species composition changed with depth from a euphausiid-dominated community in the surface layer, via a siphonophore-dominated community in the epipelagic layer, to a chaetognath-dominated community in the deep layer. The surface layer community predominantly changed along gradients of surface water temperature and sea ice parameters, whereas the epipelagic community mainly changed along hydrographical gradients. Although representing only 1% of the depth range of the epipelagic layer, mean per-area macrofauna densities in the surface layer ranged at 8% of corresponding epipelagic densities in summer, 6% in autumn, and 24% in winter. Seasonal shifts of these proportional densities in abundant species indicated different strategies in the use of the surface layer, including both hibernal downward and hibernal upward shift in the vertical distribution, as well as year-round surface layer use by Antarctic krill. These findings imply that the surface layer, especially when it is ice-covered, is an important functional node of the pelagic ecosystem that has been underestimated by conventional depth-integrated sampling in the past. The exposure of this key habitat to climate-driven forces most likely adds to the known susceptibility of Antarctic pelagic ecosystems to temperature rise and changing sea ice conditions. © 2013 Elsevier Ltd.",2-s2.0-84890833710
"Saunders R.A., Collins M.A., Foster E., Shreeve R., Stowasser G., Ward P., Tarling G.A.","The trophodynamics of Southern Ocean Electrona (Myctophidae) in the Scotia Sea",2014,"Polar Biology","37","6",,"789","807",,"10.1007/s00300-014-1480-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900855137&doi=10.1007%2fs00300-014-1480-3&partnerID=40&md5=3be8dd4b45a1cd7a7800c93eac34bfa1","The Scotia Sea is one of the most productive regions of the Southern Ocean, but its surface waters are experiencing a rapid increase in temperature, which may be changing the behaviour and distribution of many myctophids and their prey species. Electrona antarctica and Electrona carlsbergi are two of the most abundant myctophids in the region, but their ecology is poorly understood and their response to ongoing environmental change is difficult to determine. This study investigated spatial and temporal patterns in their abundance, population structure and diets using mid-water trawl nets deployed across the Scotia Sea during spring, summer and autumn. E. antarctica was the most numerically abundant species (0.09-0.21 ind. 1,000 m-3), with greatest concentrations occurring in the sea-ice sectors. E. carlsbergi occurred in more northern regions, comprising densities of 0.02-0.11 ind. 1,000 m-3. There was evidence of seasonal variation in depth distribution, size-related sexual dimorphism and size-specific vertical stratification for both species. Latitudinal trends in sex ratio and female body size were apparent for E. antarctica. Its diet varied between regions, seasons and size classes, but overall, Euphausia superba, Metridia spp. and Themisto gaudichaudii were the dominant prey items. E. carlsbergi appeared not to recruit in the Scotia Sea. Its diet was dominated by copepods, particularly Rhincalanus gigas and Metridia spp., but regional, seasonal and ontogenetic variations were evident. This study contributes to our understanding of how mid-water food webs are structured in the Southern Ocean and their sensitivity to ongoing environmental change. © 2014 Springer-Verlag Berlin Heidelberg.",2-s2.0-84900855137
"Santora J.A.","Dynamic intra-seasonal habitat use by Antarctic fur seals suggests migratory hotspots near the Antarctic Peninsula",2013,"Marine Biology","160","6",,"1383","1393",,"10.1007/s00227-013-2190-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878173678&doi=10.1007%2fs00227-013-2190-z&partnerID=40&md5=ba7239279c610dcf5925eedbaecb78da","Antarctic fur seals (Arctocephalus gazella) are major secondary consumers in the Southern Ocean, placing them in potential competition with commercial fisheries and requiring research to understand their seasonal habitat use. Using the data obtained during 14 shipboard surveys sampled on a fixed grid (150 K km2) during mid- to late summer, I quantified the spatial distribution and intra-seasonal variability of fur seal sightings relative to distance to land and hydrographic boundaries. I test the hypothesis that fur seals display an increase in their at-sea abundance during mid- to late summer near the Antarctic Peninsula as they prepare to take up wintering grounds. I also test whether abundances of their potential prey, krill and myctophids, exhibit intra-seasonal variability. During midsummer, high-abundance areas are located near major breeding colonies; however, during late summer, there is an order-of-magnitude increase in fur seal abundance, coinciding with an increase in the number of high-abundance areas located in Bransfield Strait. Coincidently, abundance of Euphausia superba decreased and the myctophid Electrona antarctica increased between mid- and late-summer surveys. High-abundance areas of fur seals are not associated with the southern Antarctic Circumpolar Current front but are concentrated within 100 km from land, potentially indicating the location of haul out and important coastal habitat use areas. The dynamic increase in the number and location of high-abundance areas during late summer represents a considerable amount of mammalian predators entering the Antarctic Peninsula marine ecosystem. This information is important for understanding the seasonal impact of fur seals on regional marine food webs and their potential interaction with the autumn-winter krill fishery. © 2013 Springer-Verlag Berlin Heidelberg.",2-s2.0-84878173678
"Zhu G.-P., Zhu X.-Y., Xia H., Li Y.-C., Xu L.-X.","Spatiotemporal distribution patterns of Antarctic krill aggregations around the South Orkney Islands in austral summer-autumn 2011",2013,"Chinese Journal of Ecology","32","4",,"912","919",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940316490&partnerID=40&md5=e5482a738dae1a46741b3708887abd2d","Based on the video records collected by the Chinese scientific observers of Antarctic krill fishery abroad the large-scale factory trawler ""KAIXIN"", which operated around the South Orkney Islands in the austral summer-autumn 2011 (March 6 to April 21, 2011), this paper analyzed the spatiotemporal distribution patterns of the Antarctic krill aggregations in the water areas of the Islands. The Antarctic krill aggregation were concentrated in the northwestern water areas of the Islands, and limited mostly at 60°00′S-60°15′S and 45°30′W-46°30′W. In different water layers, the aggregations were dominated in patched distribution. The percentage similarity index (PSI) analysis showed that there was a high similarity of 92. 3 between the 0-50 m and 50-100 m water layers. The scattered, patched, and belted aggregations had the highest proportion of occurrence in 0-50 m water layer, and the patched and belted aggregations had a very similar distribution pattern in different water layers (PSI =94. 4). The time segment with higher occurrence of Antarctic krill aggregations was from 1:00 to 18:00, and the occurrence decreased gradually to the lowest level from 19:00 to 20:00. This study could provide basic data for better understanding the formation mechanism of Antarctic krill fishing ground, and the operational references for exploiting Antarctic krill resources.",2-s2.0-84940316490
"Atkinson A., Nicol S., Kawaguchi S., Pakhomov E., Quetin L., Ross R., Hill S., Reiss C., Siegel V., Tarling G.","Fitting Euphausia Superba into Southern Ocean food-web models: A review of data sources and their limitations",2012,"CCAMLR Science","19",,,"219","245",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878102600&partnerID=40&md5=d6d36303e5a2208bf7caaf06b5817a9d","This paper aims to provide the overview needed to include krill in food-web models and to guide modellers to key sources of data. It describes the strengths of each method of sampling krill, i.e. with nets (for historical time series, demographic information and live krill), acoustics (distribution, time series, biomass and swarm-scale information), the fishery (sustained sampling in one place and wide area and time coverage) and via predators (long time series, demographic indices). Each data source has caveats and more efforts to combine them are recommended. Observations that krill occupy the under-ice layer, the 0-10 m layer, the deeper water column and the benthos have fundamental implications, both for assessing biomass and for modelling the food web. Temporally, the intense (order of magnitude) interannual variability in krill population size within the southwest (SW) Atlantic sector is a major scale of variability, driven by sea-ice and climate effects on recruitment. This variability masks top-down predation controls that may operate over multi-decadal scales. Growth in spring, summer and autumn is now fairly well quantified, but mortality remains an enigma. We are still not yet confident which are the major predators of krill but studies increasingly suggest that they are not currently birds or mammals. Krill feed across three trophic levels and can control food populations through locally high grazing impact and nutrient regeneration. They also have fundamental regional differences in overwintering strategies, on-shelf/off-shelf distributions, relationships with sea-ice and diet. Whether this reflects 'subpopulations' with regionally specific life cycles is still unclear. However, caution is urged when scaling-up food-web models and their parameterisations, either from individual to schooling krill, or from one region to another.",2-s2.0-84878102600
"Seear P.J., Goodall-Copestake W.P., Fleming A.H., Rosato E., Tarling G.A.","Seasonal and spatial influences on gene expression in Antarctic krill Euphausia superba",2012,"Marine Ecology Progress Series","467",,,"64","75",,"10.3354/meps09947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868029973&doi=10.3354%2fmeps09947&partnerID=40&md5=0a51d43078e52ea69bccf38893b49def","The high latitudes inhabited by Antarctic krill Euphausia superba Dana are characterised by extreme changes in seasonal conditions, with very low food availability, long periods of darkness and a massive expansion of sea ice in autumn and winter. How krill adapt to these conditions has yet to be determined, and it was the purpose of this study to gain more insight by investigating the differences between summer and winter krill populations at the molecular level. To achieve this, we used a cDNA microarray to compare gene expression between female adult krill caught during summer and winter near the Antarctic Peninsula (60° S), and between Peninsula krill and krill caught near South Georgia (54° S) during the same winter. The Peninsula seasonal comparison showed up-regulation in summer krill of genes involved in feeding and digestion, respiration, motor activity and immunity. Summer krill also showed evidence of increased vitellogenesis, with an insulin-related peptide up-regulated and neuroparsin down-regulated. The comparison between the different overwintering locations showed an up-regulation in the South Georgia krill of genes involved in feeding and digestion, and immunity. There was, however, no differential expression of genes involved in respiration, motor activity or vitellogenesis, suggesting that despite the above differences, both populations of overwintering krill were in a quiescent state. This study shows how krill physiology changes seasonally at the molecular level and how these changes are flexible according to the overwintering environment. © Inter-Research 2012.",2-s2.0-84868029973
"Siegel V.","Krill stocks in high latitudes of the Antarctic Lazarev Sea: Seasonal and interannual variation in distribution, abundance and demography",2012,"Polar Biology","35","8",,"1151","1177",,"10.1007/s00300-012-1162-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864356636&doi=10.1007%2fs00300-012-1162-y&partnerID=40&md5=9db4ee536e44914bd54516b983e55de0","The motivation of the LAKRIS project (Lazarev Krill Study) was to investigate the seasonal and interannual variability in distribution, demography, phenology and population dynamics of Antarctic krill Euphausia superba in poorly studied high-latitude areas. The core data set consists of four RMT-net-sampling surveys that were conducted in early summer (December 2005 and 2007), autumn (April 2004) and winter (July to August 2006). Supplementary data were analysed from the 1980s to view the results in a wider geographical context. The major observations are the following: (1) krill abundance and distribution showed geographical, seasonal and interannual fluctuations. Krill abundance was almost one order of magnitude lower compared to the Southwest Atlantic. (2) Krill density showed substantial differences between day and night for autumn and winter surveys. (3) A spatial gradient was observed for krill size groups, with larger sized (adult spawning) krill further south and medium-sized juveniles and immatures mainly between 60° and 67°S. (4) Data on maturity stage composition and larvae occurrence indicate an active and successful spawning in these high-latitude areas even under the conditions of sea-ice cover. At the end of the spawning season, females and males regressed in their external sexual characteristics ('re-juvenation') to overwintering immature stages. Major conclusions relate to a conceptual view of the spatial distribution of krill size classes and the occurrence of larvae in the context of major oceanographic features and current systems in the Lazarev Sea and adjacent ocean sectors. The Lazarev Sea obviously does not support a single self-maintaining population, but represents a complex transition zone of stocks with different origins from the Scotia Sea and the Cosmonaut Sea. © 2012 Springer-Verlag.",2-s2.0-84864356636
"Flores H., van Franeker J.A., Siegel V., Haraldsson M., Strass V., Meesters E.H., Bathmann U., Wolff W.J.","The association of Antarctic krill Euphausia superba with the under-ice habitat",2012,"PLoS ONE","7","2","e31775","","",,"10.1371/journal.pone.0031775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857517510&doi=10.1371%2fjournal.pone.0031775&partnerID=40&md5=62ff1e2b4425dda09050abc8574fee8c","The association of Antarctic krill Euphausia superba with the under-ice habitat was investigated in the Lazarev Sea (Southern Ocean) during austral summer, autumn and winter. Data were obtained using novel Surface and Under Ice Trawls (SUIT), which sampled the 0-2 m surface layer both under sea ice and in open water. Average surface layer densities ranged between 0.8 individuals m -2 in summer and autumn, and 2.7 individuals m -2 in winter. In summer, under-ice densities of Antarctic krill were significantly higher than in open waters. In autumn, the opposite pattern was observed. Under winter sea ice, densities were often low, but repeatedly far exceeded summer and autumn maxima. Statistical models showed that during summer high densities of Antarctic krill in the 0-2 m layer were associated with high ice coverage and shallow mixed layer depths, among other factors. In autumn and winter, density was related to hydrographical parameters. Average under-ice densities from the 0-2 m layer were higher than corresponding values from the 0-200 m layer collected with Rectangular Midwater Trawls (RMT) in summer. In winter, under-ice densities far surpassed maximum 0-200 m densities on several occasions. This indicates that the importance of the ice-water interface layer may be under-estimated by the pelagic nets and sonars commonly used to estimate the population size of Antarctic krill for management purposes, due to their limited ability to sample this habitat. Our results provide evidence for an almost year-round association of Antarctic krill with the under-ice habitat, hundreds of kilometres into the ice-covered area of the Lazarev Sea. Local concentrations of postlarval Antarctic krill under winter sea ice suggest that sea ice biota are important for their winter survival. These findings emphasise the susceptibility of an ecological key species to changing sea ice habitats, suggesting potential ramifications on Antarctic ecosystems induced by climate change. © 2012 Flores et al.",2-s2.0-84857517510
