Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,EID
"Xavier J.C., Peck L.S.","Life beyond the ice: Marine ecosystems in the southern ocean",2016,"Exploring the Last Continent: An Introduction to Antarctica",,,,"229","252",,"10.1007/978-3-319-18947-5_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956984232&doi=10.1007%2f978-3-319-18947-5_12&partnerID=40&md5=223012b0e9384df48a7e7cca1338bd53","The Antarctic Circumpolar Current isolates Antarctic waters and their living organisms from warmer waters to the north. Over the last 25-35 million years, this isolation has led to specific environmental conditions, including a sharp drop in water temperatures south of the Polar Frontal Zone and the formation of sea ice during winter. Three key factors control productivity in the Southern Ocean today. Firstly, the Southern Ocean contains about 1.8 times as much oxygen as tropical seawater because more oxygen can dissolve in water at lower temperatures. Secondly, upwelling currents bring nutrients from the seabed to feed microscopic algae at the surface, and, lastly, the seasonal formation of sea ice has a profound impact on marine life. In addition, there is a long period of low or no light in winter, extreme physical disturbance from icebergs and a very high level of coastal productivity. All these factors have been important in the evolution of the characteristic Southern Ocean species and have resulted in a high degree of endemism, particularly in certain groupings of Antarctic organisms such as crustaceans and fish. The Southern Ocean represents 9.6 % of the world’s oceans and is a key part of Earth’s system. As the climate changes and sea level rises, the behavior of deepocean currents associated with the global thermohaline conveyor belt is altered and marine organisms respond. Our knowledge of the Southern Ocean has increased considerably in the last 20 years, but our understanding of adaptations, biological cycles and responses to change is still poor and more research is needed. © Springer International Publishing Switzerland 2015.",2-s2.0-84956984232
"Ratcliffe N., Hill S.L., Staniland I.J., Brown R., Adlard S., Horswill C., Trathan P.N.","Do krill fisheries compete with macaroni penguins? Spatial overlap in prey consumption and catches during winter",2015,"Diversity and Distributions","21","11",,"1339","1348",,"10.1111/ddi.12366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943588223&doi=10.1111%2fddi.12366&partnerID=40&md5=7c6d2502fc8d65d2c6ce9be700853a7e","Aim: To infer the potential for competition between an important Antarctic predator, the macaroni penguin, and the krill fishery by examining the spatial overlap in prey consumption and catches. Location: Scotia Sea and adjacent waters. Methods: The study focused on the winter period as this is the only time of the year when spatio-temporal overlaps between macaroni penguin foraging and the krill fishery can occur. We tracked adult macaroni penguins from a colony in South Georgia using global location sensors to determine winter distribution, and bioenergetics models to calculate the biomass of food consumed during the winter period. We combined these to produce a surface of the tonnes of krill consumed, which could be compared directly with the spatial distribution of the tonnes of krill caught by the fishery. Results: Adult macaroni penguins from South Georgia consumed 135,826 tonnes of krill (95% CIs: 83,446-188,140) during the winter, which is similar to the 98,431 tonnes caught by fisheries over the same period. However, macaroni penguins had a very wide pelagic distribution across the Scotia Sea, whereas the fishery was restricted to three small areas on shelf edges, such that their spatial overlap was negligible. The proportion of the estimated krill stock taken by macaroni penguins and the krill fishery was small at both the scale of the Scotia Sea and the local areas within which the fisheries operate. Main conclusions: Competition between macaroni penguins and the krill fishery is low under current management and far less than that among the various species of krill predators that occur in the Scotia Sea. Our method will allow quantification of changes in competition between macaroni penguins and krill fisheries should the latter expand in the future, and provides a framework for assessing predator-fishery competition in other systems. Copyright © 2015 John Wiley & Sons Ltd.",2-s2.0-84943588223
"Braithwaite J.E., Meeuwig J.J., Letessier T.B., Jenner K.C.S., Brierley A.S.","From sea ice to blubber: linking whale condition to krill abundance using historical whaling records",2015,"Polar Biology","38","8",,"1195","1202",,"10.1007/s00300-015-1685-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937972722&doi=10.1007%2fs00300-015-1685-0&partnerID=40&md5=ef47ad9877a342551317903abacb9582","Krill (Euphausia superba) are fundamentally important in the Southern Ocean ecosystem, forming a critical food web link between primary producers and top predators. Krill abundance fluctuates with oceanographic conditions, most notably variation in winter sea ice, and is susceptible to environmental change. Although links between local krill availability and performance of land breeding, central place foragers are recognised, the effects of krill variability on baleen whales remain largely unclear because concurrent long-term data on whale condition and krill abundance do not exist. Here, we quantify links between whale body condition and krill abundance using a simple model that links krill abundance to sea ice extent. Body condition of humpback whales (Megaptera novaeangliae) caught in west Australian waters between 1947 and 1963 was estimated from oil yields in whaling records. Annual estimates of krill abundance in the Southern Ocean where those whales foraged (70°–130°E) were correlated significantly with contemporary annual winter sea ice extent. We hindcast sea ice extent for the whaling period from reconstructed temperature data and found that whale body condition was significantly correlated with hindcasted winter sea ice extent, supporting the hypothesis that variations in body condition were likely mediated by associated krill fluctuations. As humpback whales migrate and breed on finite energy stores accrued during summer foraging in the Antarctic, changes in sea ice and concomitant changes in krill abundance have long-term implications for their condition and reproductive success. © 2015, Springer-Verlag Berlin Heidelberg.",2-s2.0-84937972722
"Xavier J.C., Peck L.S.","Life beyond the ice: Marine ecosystems in the southern ocean",2015,"Exploring the Last Continent: An Introduction to Antarctica",,,,"229","252",,"10.1007/978-3-319-18947-5_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955729347&doi=10.1007%2f978-3-319-18947-5_12&partnerID=40&md5=b69f14feaa6cfc75e9fdc65bc8d82597","The Antarctic Circumpolar Current isolates Antarctic waters and their living organisms from warmer waters to the north. Over the last 25-35 million years, this isolation has led to specific environmental conditions, including a sharp drop in water temperatures south of the Polar Frontal Zone and the formation of sea ice during winter. Three key factors control productivity in the Southern Ocean today. Firstly, the Southern Ocean contains about 1.8 times as much oxygen as tropical seawater because more oxygen can dissolve in water at lower temperatures. Secondly, upwelling currents bring nutrients from the seabed to feed microscopic algae at the surface, and, lastly, the seasonal formation of sea ice has a profound impact on marine life. In addition, there is a long period of low or no light in winter, extreme physical disturbance from icebergs and a very high level of coastal productivity. All these factors have been important in the evolution of the characteristic Southern Ocean species and have resulted in a high degree of endemism, particularly in certain groupings of Antarctic organisms such as crustaceans and fish. The Southern Ocean represents 9.6 % of the world's oceans and is a key part of Earth's system. As the climate changes and sea level rises, the behavior of deepocean currents associated with the global thermohaline conveyor belt is altered and marine organisms respond. Our knowledge of the Southern Ocean has increased considerably in the last 20 years, but our understanding of adaptations, biological cycles and responses to change is still poor and more research is needed. © Springer International Publishing Switzerland 2015. All rights are reserved.",2-s2.0-84955729347
"Auerswald L., Meyer B., Teschke M., Hagen W., Kawaguchi S.","Physiological response of adult Antarctic krill, Euphausia superba, to long-term starvation",2015,"Polar Biology","38","6",,"763","780",,"10.1007/s00300-014-1638-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929946201&doi=10.1007%2fs00300-014-1638-z&partnerID=40&md5=4235907b5844c76f9bca69b0108b8b15","Adult Euphausia superba survive winter without or with little feeding. It is not exactly known whether the scarcity of food or an internal clock, set by the natural Antarctic light regime, are responsible for non-feeding. Our research questions were therefore the following: (1) How will physiological and biochemical conditions of krill change during long-term starvation at constant light regime? (2) If and how do enzyme activities change during such starvation? (3) What is the influence of food availability versus that of light regime? To answer these questions, adult krill were starved under laboratory conditions for 12 weeks with constant light regime (12:12; dark/light) and the impact on physiological functions was studied. Initial experimental condition of krill resembled the condition of late spring krill in the field with fully active metabolism and low lipid reserves. Metabolic activity and activities of enzymes catabolising lipids decreased after the onset of starvation and remained low throughout, whereas lipid reserves declined and lipid composition changed. Mass and size of krill decreased while the inter-moult period increased. Depletion of storage- and structural metabolites occurred in the order of depot lipids and glycogen reserves after onset of starvation until proteins were almost exclusively used after 6–7 weeks of starvation. Results confirmed various proposed overwintering mechanisms such as metabolic slowdown, slow growth or shrinkage and use of lipid reserves. However, these changes were set in motion by food shortage only, i.e. without the trigger of a changing light regime. © 2015, Springer-Verlag Berlin Heidelberg.",2-s2.0-84929946201
"Huenerlage K., Graeve M., Buchholz C., Buchholz F.","The other krill: Overwintering physiology of adult Thysanoessa inermis (Euphausiacea) from the high-Arctic Kongsfjord",2015,"Aquatic Biology","23","3",,"225","235",,"10.3354/ab00622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924904578&doi=10.3354%2fab00622&partnerID=40&md5=9ccf8794b1fe9498744234b7908802b9","Polar environments like the high-Arctic Kongsfjord are characterized by pronounced seasonality leading to strong variations in primary production. Food sources are particularly scarce during winter. Herbivorous krill, such as the arcto-boreal Thysanoessa inermis, are key components in the ecosystem of Kongsfjord and strongly rely on phytoplankton as a food source. During the polar night such species must therefore be adapted to survive long periods without significant nutritional input. We investigated physiological mechanisms and the allocation of energy resources to try to explain how T. inermis manages to survive the Arctic winter. Adult specimens caught in late summer were kept under starvation conditions for 28 d. Changes in metabolic rates (respiration and excretion) and biochemical composition (protein, lipid and fatty acid analyses) were monitored. In contrast to the Antarctic krill Euphausia superba and the subtropical E. hanseni, the arcto-boreal species did not reduce metabolism but utilized lipid reserves for survival. Assessed from total lipid stores and energy demand, the potential survival period was estimated at 63 d without food uptake, which is not sufficient to survive the entire winter. Results were compared to specimens that overwintered in situ and were discussed in relation to other euphausiids. In conclusion, T. inermis is well adapted to survive the Arctic winter provided that alternative food sources are available, but has a different strategy to cope with starvation than krill species from other latitudes. © The authors 2015.",2-s2.0-84924904578
"Reiss C.S., Walsh J., Goebel M.E.","Winter preconditioning determines feeding ecology of Euphausia superba in the antarctic peninsula",2015,"Marine Ecology Progress Series","519",,,"89","101",,"10.3354/meps11082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921909074&doi=10.3354%2fmeps11082&partnerID=40&md5=25a3f537793a2a88afa5067843be8bce","We examined the feeding ecology and lipid composition of Antarctic krill Euphausia superba around the northern Antarctic Peninsula from 2001 to 2012. We used lipid biomarkers to quantify feeding patterns and relate the variability in biomarkers to environmental conditions that structure the phytoplankton community. Fatty acid profiles varied among years, with some years dominated by lipids indicative of herbivory, while other years were indicative of greater omnivory. Principal component analysis of 60 fatty acids showed that 3 principal components (PCs) explained approximately 50% of the variability in fatty acid profiles. The first PC separated the fatty acid indicators along a herbivory-omnivory-carnivory gradient. Correlations between the gradient of herbivory and carnivory, as summarized by the first PC, were found with both winter sea ice extent (r = 0.55, p < 0.01) and with ENSO conditions the previous winter (r = 0.88, p < 0.001). These findings suggest that climatic conditions during the late winter precondition the pelagic ecosystem around the Antarctic Peninsula, impacting the trophic ecology of Antarctic krill the following summer. © 2015, Inter-Research. All rights reserved.",2-s2.0-84921909074
"Fielding S., Watkins J.L., Trathan P.N., Enderlein P., Waluda C.M., Stowasser G., Tarling G.A., Murphy E.J.","Interannual variability in Antarctic krill (Euphausia superba) density at South Georgia, Southern Ocean: 1997-2013",2014,"ICES Journal of Marine Science","71","9",,"2578","2588",,"10.1093/icesjms/fsu104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908166223&doi=10.1093%2ficesjms%2ffsu104&partnerID=40&md5=0c5606ce3ec1ff287ebbdc38db99f169","Antarctic krill (Euphausia superba) are a key species in Southern Ocean ecosystems, maintaining very large numbers of predators, and fluctuations in their abundance can affect the overall structure and functioning of the ecosystems. The interannual variability in the abundance and biomass of krill was examined using a 17-year time-series of acoustic observations undertaken in the Western Core Box (WCB) survey area to the northwest of South Georgia, Southern Ocean. Krill targets were identified in acoustic data using a multifrequency identification window and converted to krill density using the Stochastic Distorted-Wave Born Approximation target strength model. Krill density ranged over several orders of magnitude (0-10 000 g m-2) and its distribution was highly skewed with many zero observations. Within each survey, the mean krill density was significantly correlated with the top 7% of the maximum krill densities observed. Hence, only the densest krill swarms detected in any one year drove the mean krill density estimates for the WCB in that year. WCB krill density (μ, mean density for the area) showed several years (1997/1998, 2001-2003, 2005-2007) of high values (μ &gt; 30 g m-2) interspersed with years (1999/2000, 2004, 2009/2010) of low density (μ &lt; 30 g m-2). This pattern showed three different periods, with fluctuations every 4-5 years. Cross correlation analyses of variability in krill density with current and lagged indices of ocean (sea surface temperature, SST and El Niño/Southern Oscillation) and atmospheric variability (Southern Annular Mode) found the highest correlation between krill density and winter SST (August SST) from the preceding year. A quadratic regression (r2 = 0.42, p &lt; 0.05) provides a potentially valuable index for forecasting change in this ecosystem. © International Council for the Exploration of the Sea 2014.",2-s2.0-84908166223
"Zhu G.-P., Liu Z.-J., Xu G.-D., Zhang J.-C., Meng T., Huang H.-L., Xu Y.-Y., Zhu X.-Y., Xu L.-X.","Spatial-temporal and environmental effects of catch rate on Antarctic krill fishery in the South Georgia Island in the austral winter season based on the fine scale data",2014,"Chinese Journal of Applied Ecology","25","8",,"2397","2404",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907542808&partnerID=40&md5=38035d5e61adb37a48be6f7e165eb925","The waters around the South Georgia Island is one of the main fishing ground of Antarctic krill fishery and many predators such as sea seal and whale inhabited this island target Antarctic krill as a food source. So it is very important for further understanding Antarctic ecosystem to conduct the research on abundance fluctuation of Antarctic krill resource around this island. Consequently, based on the fine scale fishery data collected in the winter 2013, using the generalized additive model (GAM), the present study analyzed the relationship between environmental factors and the catch rate of Antarctic krill. The results showed the model could explain 32.0% of the accumulation of deviance of the catch rate. The variable that provided the maximum contribution was ten-day with a contribution rate of 21.4% and followed by the latitude (4.4%). Generally, the catch rate decreased from the first 10 days of July to September. Higher catch rates occurred in the eastern fishing ground, particularly the central-eastern part of survey area, and lower catch rates presented in the northern part. The mean catch rate deceased with the increasing change rate of bathymetry. The oceanographic condition with wind scale below 4 was suitable for fishing operation and associated with the higher catch rate, but the wind direction did not significantly affect the catch rate. The mean catch rate increased with the increasing sea surface temperature within 0.5 to 2.0℃.",2-s2.0-84907542808
"Flores H., Hunt B.P.V., Kruse S., Pakhomov E.A., Siegel V., van Franeker J.A., Strass V., Van de Putte A.P., Meesters E.H.W.G., Bathmann U.","Seasonal changes in the vertical distribution and community structure of Antarctic macrozooplankton and micronekton",2014,"Deep-Sea Research Part I: Oceanographic Research Papers","84",,,"127","141",,"10.1016/j.dsr.2013.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890833710&doi=10.1016%2fj.dsr.2013.11.001&partnerID=40&md5=679ff5e2136e870d8e1f4f4c024d61ca","The macrozooplankton and micronekton community of the Lazarev Sea (Southern Ocean) was investigated at 3 depth layers during austral summer, autumn and winter: (1) the surface layer (0-2. m); (2) the epipelagic layer (0-200. m); and (3) the deep layer (0-3000. m). Altogether, 132 species were identified. Species composition changed with depth from a euphausiid-dominated community in the surface layer, via a siphonophore-dominated community in the epipelagic layer, to a chaetognath-dominated community in the deep layer. The surface layer community predominantly changed along gradients of surface water temperature and sea ice parameters, whereas the epipelagic community mainly changed along hydrographical gradients. Although representing only 1% of the depth range of the epipelagic layer, mean per-area macrofauna densities in the surface layer ranged at 8% of corresponding epipelagic densities in summer, 6% in autumn, and 24% in winter. Seasonal shifts of these proportional densities in abundant species indicated different strategies in the use of the surface layer, including both hibernal downward and hibernal upward shift in the vertical distribution, as well as year-round surface layer use by Antarctic krill. These findings imply that the surface layer, especially when it is ice-covered, is an important functional node of the pelagic ecosystem that has been underestimated by conventional depth-integrated sampling in the past. The exposure of this key habitat to climate-driven forces most likely adds to the known susceptibility of Antarctic pelagic ecosystems to temperature rise and changing sea ice conditions. © 2013 Elsevier Ltd.",2-s2.0-84890833710
"Schmidt K., Atkinson A., Pond D.W., Irel L.C.","Feeding and overwintering of antarctic krill across its major habitats: The role of sea ice cover, water depth, and phytoplankton abundance",2014,"Limnology and Oceanography","59","1",,"17","36",,"10.4319/lo.2014.59.1.0017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892762721&doi=10.4319%2flo.2014.59.1.0017&partnerID=40&md5=cf50e20cf91a411343bd6a2399eb8326","Antarctic krill (Euphausia superba) were sampled in contrasting habitats: a seasonally ice-covered deep ocean (Lazarev Sea), ice-free shelves at their northern range (South Georgia) and the Antarctic Peninsula (Bransfield Strait), and shelf and oceanic sites in the Scotia Sea. Across 92 stations, representing a year-round average, the food volume in krill stomachs comprised 71 ± 29% algae, 17 ± 21% protozoans, and 12 ± 25% metazoans. Fatty acid trophic markers showed that copepods were consistently part of krill diet, not a switch food. In open waters, both diatom and copepod consumption increased with phytoplankton abundance. Under sea ice, ingestion of diatoms became rare, whereas feeding on copepods remained constant. During winter, larvae contained high but variable proportions of diatom markers, whereas in postlarvae the role of copepods increased with krill body length. Overwintering differed according to habitat. Krill from South Georgia had lower lipid stores than those from the Bransfield Strait or Lazarev Sea. Feeding effort was much reduced in Lazarev Sea krill, whereas most individuals from the Bransfield Strait and South Georgia contained phytoplankton and seabed detritus in their stomachs. Their retention of essential body reserves indicates that krill experienced most winter hardship in the Lazarev Sea, followed by South Georgia and then Bransfield Strait. This was reflected in the delayed development from juveniles to adults in the Lazarev Sea. Circumpolar comparisons of length frequencies suggest that krill growth conditions are more favorable in the southwest Atlantic than in the Lazarev Sea or off East Antarctica because of longer phytoplankton bloom periods and rewarding access to benthic food. © 2014, by the Association for the Sciences of Limnology and Oceanography, Inc.",2-s2.0-84892762721
"Young E.F., Thorpe S.E., Banglawala N., Murphy E.J.","Variability in transport pathways on and around the South Georgia shelf, Southern Ocean: Implications for recruitment and retention",2014,"Journal of Geophysical Research: Oceans","119","1",,"241","252",,"10.1002/2013JC009348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899028372&doi=10.1002%2f2013JC009348&partnerID=40&md5=3c1f10c53034850b1f8aa60ee4fa9e39","The waters around South Georgia are among the most productive in the Southern Ocean, with zooplankton populations close to the island, in particular Antarctic krill, supporting vast colonies of higher predators. However, our understanding of the processes governing variability in the supply of these food resources is limited by the poor spatial and temporal resolution of available data. Here, we use a numerical modeling approach to examine the underlying physical processes driving the recruitment and retention of zooplankton to the South Georgia shelf. Variability in the magnitude and spatial distribution of recruitment was dominated by the proximity and orientation of the southern Antarctic Circumpolar Current front to the shelf edge. Shelf retention was highest for source sites on the southwest shelf, with the main transport routes off the shelf to the north and northwest. Retention was lowest in the austral summer and winter; in summer increased glacial melt drives stronger off-shelf near-surface currents, while in winter, stronger winds lead to an increase in off-shelf transport. Of particular note was the prediction of a significant increase in retention for particles released throughout the shelf in April and July 2000. This period coincided with the development of pronounced anticlockwise shelf flows, associated with horizontal density gradients due to reduced wind mixing of shelf waters, and differences between shelf and oceanic waters, which significantly reduced off-shelf transport rates. Such findings are crucial for understanding the influence of variability in physical processes on the ecosystem at South Georgia. © 2013. American Geophysical Union. All Rights Reserved.",2-s2.0-84899028372
"Cleeland J.B., Lea M.-A., Hindell M.A.","Use of the Southern Ocean by breeding Short-tailed shearwaters (Puffinus tenuirostris)",2014,"Journal of Experimental Marine Biology and Ecology","450",,,"109","117",,"10.1016/j.jembe.2013.10.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889598465&doi=10.1016%2fj.jembe.2013.10.012&partnerID=40&md5=72610af28c40a4cb96bc392c9ff51deb","During the breeding season, seabirds act as central place foragers, constrained to foraging locations nearer to the breeding colony. Variability in energetic demands during phases of the breeding period has the capacity to shape foraging behaviour and influence at-sea foraging behaviour of seabirds due to the changing requirements of the young. Short-tailed shearwaters (Puffinus tenuirostris) (STSH) are a migratory species that migrates between foraging grounds in the northern Pacific Ocean and breeding colonies in south-east Australia. They are known to traverse large sectors of the Southern Ocean to find prey; however the at-sea foraging locations of this species are not spatially and temporally well defined during the breeding season, when energetic requirements are at their peak. We aimed to define key foraging areas of STSH over the pre-laying, incubation and chick-rearing phases of the breeding cycle and identify associations with broad scale oceanographic features. Using light-level geolocation archival tag technology, 27 adults from a southern Tasmanian colony were tracked from their arrival in October to March (2010-2011), providing information on a total of 77 pre-laying exodus, incubation and chick-rearing flights throughout the Southern Ocean. During the pre-laying exodus and incubation phases, the birds visited waters of the sub-Antarctic Front and Polar Frontal Zone. After hatching, the birds made direct flights to the Marginal Ice Zone between 155°E and 90°E. The Antarctic pack ice is a key nursery ground for Antarctic krill (Euphasia superba) over the winter months, and as the ice retreats they become more accessible to STSH when energetic demands, due to chick provisioning, are at their greatest. During late chick-rearing, the birds used waters in the region of the Antarctic Divergence. A foraging index created from activity data collected by the tags indicated that adults spent the greatest amount of time foraging at the furthest extent of each trip. This study has shown that STSH alter their foraging movements over the course of the breeding season, using areas that are likely to provide predictable food resources. © 2013 Elsevier B.V.",2-s2.0-84889598465
"Piñones A., Hofmann E.E., Daly K.L., Dinniman M.S., Klinck J.M.","Modeling environmental controls on the transport and fate of early life stages of Antarctic krill (Euphausia superba) on the western Antarctic Peninsula continental shelf",2013,"Deep-Sea Research Part I: Oceanographic Research Papers","82",,,"17","31",,"10.1016/j.dsr.2013.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883197741&doi=10.1016%2fj.dsr.2013.08.001&partnerID=40&md5=4a4c20e62ae745c92a023b357bfa30d0","A one-dimensional, temperature-dependent model was used to simulate the descent-ascent cycle of the embryos and early larval stages of Antarctic krill to determine which regions of the western Antarctic Peninsula (wAP) continental shelf support successful completion of this cycle under present environmental conditions and those projected to occur as a result of climate change. The transport and fate of the embryo and larva under present and modified conditions was investigated with Lagrangian particle tracking simulations. The two modeling studies were implemented using temperature and density (embryo-larva model) and circulation distributions (Lagrangian particle tracking) obtained from a high resolution version of the Regional Ocean Modeling System configured for the wAP shelf region. Additional simulations used temperature and circulation distributions obtained from simulations that were forced with increased wind speed and increased transport of the Antarctic Circumpolar Current (ACC), both projected to possibly occur with climate change in the wAP region. Simulations using present conditions showed that successful completion of the descent-ascent cycle occurred along the outer shelf and on the shelf in regions with bottom depths of 600-700. m. Estimated residence times for the shelf regions that support success of the embryo and larva were 20-30 days. Thus, krill spawned in the mid and inner shelf regions can be retained in these regions through development to the first feeding stage (calyptopis 1). Increased winds and ACC transport resulted in more onshelf transport of Circumpolar Deep Water (CDW), which increased the volume of warm (1-1.5. °C) water at depth. These conditions supported a moderate increase in success of the krill embryo and larva, but only for limited areas of the shelf where hatching depths decreased by 10-30. m (<5%) and development time to the calyptopis 1 stage decreased by 15-20%. The modified circulation conditions also supported increased advection of krill larvae into areas of the shelf that would experience the largest reduction of sea ice, especially in winter. Projected changes in wind strength and CDW transport may potentially enhance larval survival and advection onto the wAP shelf, but recruitment may be decreased by modifications to local sea ice distributions that would impede survival of Antarctic krill that overwinter on the shelf. © 2013 Elsevier Ltd.",2-s2.0-84883197741
"Ducklow H.W., Fraser W.R., Meredith M.P., Stammerjohn S.E., Doney S.C., Martinson D.G., Sailley S.F., Schofield O.M., Steinberg D.K., Venables H.J., Amsler C.D.","West Antarctic peninsula: An ice-dependent coastal marine ecosystem in transition",2013,"Oceanography","26","3",,"190","203",,"10.5670/oceanog.2013.62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881482873&doi=10.5670%2foceanog.2013.62&partnerID=40&md5=6dceb445cbaaaf07911dc1e4276f0b8d","The extent, duration, and seasonality of sea ice and glacial discharge strongly influence Antarctic marine ecosystems. Most organisms' life cycles in this region are attuned to ice seasonality. The annual retreat and melting of sea ice in the austral spring stratifies the upper ocean, triggering large phytoplankton blooms. The magnitude of the blooms is proportional to the winter extent of ice cover, which can act as a barrier to wind mixing. Antarctic krill, one of the most abundant metazoan populations on Earth, consume phytoplankton blooms dominated by large diatoms. Krill, in turn, support a large biomass of predators, including penguins, seals, and whales. Human activity has altered even these remote ecosystems. The western Antarctic Peninsula region has warmed by 7°C over the past 50 years, and sea ice duration has declined by almost 100 days since 1978, causing a decrease in phytoplankton productivity in the northern peninsula region. Besides climate change, Antarctic marine systems have been greatly altered by harvesting of the great whales and now krill. It is unclear to what extent the ecosystems we observe today differ from the pristine state. © 2013 by The Oceanography Society. All rights reserved.",2-s2.0-84881482873
"De Pittà C., Biscontin A., Albiero A., Sales G., Millino C., Mazzotta G.M., Bertolucci C., Costa R.","The Antarctic Krill Euphausia superba Shows Diurnal Cycles of Transcription under Natural Conditions",2013,"PLoS ONE","8","7","e68652","","",,"10.1371/journal.pone.0068652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880429841&doi=10.1371%2fjournal.pone.0068652&partnerID=40&md5=0c527ab74efc40828a1df6f02dcbc8a9","Background:Polar environments are characterized by extreme seasonal changes in day length, light intensity and spectrum, the extent of sea ice during the winter, and food availability. A key species of the Southern Ocean ecosystem, the Antarctic krill (Euphausia superba) has evolved rhythmic physiological and behavioral mechanisms to adapt to daily and seasonal changes. The molecular organization of the clockwork underlying these biological rhythms is, nevertheless, still only partially understood.Methodology/Principal Findings:The genome sequence of the Antarctic krill is not yet available. A normalized cDNA library was produced and pyrosequenced in the attempt to identify large numbers of transcripts. All available E. superba sequences were then assembled to create the most complete existing oligonucleotide microarray platform with a total of 32,217 probes. Gene expression signatures of specimens collected in the Ross Sea at five different time points over a 24-hour cycle were defined, and 1,308 genes differentially expressed were identified. Of the corresponding transcripts, 609 showed a significant sinusoidal expression pattern; about 40% of these exibithed a 24-hour periodicity while the other 60% was characterized by a shorter (about 12-hour) rhythm. We assigned the differentially expressed genes to functional categories and noticed that those concerning translation, proteolysis, energy and metabolic process, redox regulation, visual transduction and stress response, which are most likely related to daily environmental changes, were significantly enriched. Two transcripts of peroxiredoxin, thought to represent the ancestral timekeeping system that evolved about 2.5 billion years ago, were also identified as were two isoforms of the EsRh1 opsin and two novel arrestin1 sequences involved in the visual transduction cascade.Conclusions:Our work represents the first characterization of the krill diurnal transcriptome under natural conditions and provides a first insight into the genetic regulation of physiological changes, which occur around the clock during an Antarctic summer day. © 2013 De Pittà et al.",2-s2.0-84880429841
"Santora J.A.","Dynamic intra-seasonal habitat use by Antarctic fur seals suggests migratory hotspots near the Antarctic Peninsula",2013,"Marine Biology","160","6",,"1383","1393",,"10.1007/s00227-013-2190-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878173678&doi=10.1007%2fs00227-013-2190-z&partnerID=40&md5=ba7239279c610dcf5925eedbaecb78da","Antarctic fur seals (Arctocephalus gazella) are major secondary consumers in the Southern Ocean, placing them in potential competition with commercial fisheries and requiring research to understand their seasonal habitat use. Using the data obtained during 14 shipboard surveys sampled on a fixed grid (150 K km2) during mid- to late summer, I quantified the spatial distribution and intra-seasonal variability of fur seal sightings relative to distance to land and hydrographic boundaries. I test the hypothesis that fur seals display an increase in their at-sea abundance during mid- to late summer near the Antarctic Peninsula as they prepare to take up wintering grounds. I also test whether abundances of their potential prey, krill and myctophids, exhibit intra-seasonal variability. During midsummer, high-abundance areas are located near major breeding colonies; however, during late summer, there is an order-of-magnitude increase in fur seal abundance, coinciding with an increase in the number of high-abundance areas located in Bransfield Strait. Coincidently, abundance of Euphausia superba decreased and the myctophid Electrona antarctica increased between mid- and late-summer surveys. High-abundance areas of fur seals are not associated with the southern Antarctic Circumpolar Current front but are concentrated within 100 km from land, potentially indicating the location of haul out and important coastal habitat use areas. The dynamic increase in the number and location of high-abundance areas during late summer represents a considerable amount of mammalian predators entering the Antarctic Peninsula marine ecosystem. This information is important for understanding the seasonal impact of fur seals on regional marine food webs and their potential interaction with the autumn-winter krill fishery. © 2013 Springer-Verlag Berlin Heidelberg.",2-s2.0-84878173678
