Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,EID
"Ono A., Moteki M.","Spatial distributions of euphausiid species in the Northern Lützow-Holm Bay, East Antarctica during the austral summer in 2005 and 2006",2017,"Polar Science","12",,,"59","68",,"10.1016/j.polar.2016.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006320922&doi=10.1016%2fj.polar.2016.10.003&partnerID=40&md5=d4a34bf5464ce12c32d3763e4ce95ede","Understanding the ecology of euphausiids, especially Euphausia superba, is essential for understanding the Southern Ocean ecosystem. To determine the distribution and community structure of euphausiids in north Lützow-Holm Bay, we used stratified and quantitative sampling from the surface to a depth of 2000 m with an RMT 8 net in January of 2005 and 2006. Euphausiid abundance ranged from 1.2 to 32.2 ind. m−2, with Thysanoessa macrura and E. superba being dominant, whereas E. triacantha and E. crystallorophias were very scarce. T. macrura was abundant in cold epipelagic waters as well as in the warmer Modified Circumpolar Deep Water (MCDW). E. crystallorophias was also observed in both the cold waters and the MCDW. The juveniles, adult males, and gravid and spent females (IIIC–E) of E. superba were observed in the warm MCDW, which supports the possibility of deep water spawning, as suggested by previous studies. The E. superba population in 2005 was composed of large, mature individuals, whereas small, immature specimens were dominant in 2006. A higher chlorophyll a concentration in 2005, resulting from earlier sea ice retreat, may have advanced the maturity of E. superba. © 2016 Elsevier B.V. and NIPR",2-s2.0-85006320922
"Piñones A., Fedorov A.V.","Projected changes of Antarctic krill habitat by the end of the 21st century",2016,"Geophysical Research Letters","43","16",,"8580","8589",,"10.1002/2016GL069656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981731235&doi=10.1002%2f2016GL069656&partnerID=40&md5=cbdab22b7a276354820c08faa4704048","Climate change is rapidly shaping the living environment of the most abundant keystone species of the Antarctic marine food web, Antarctic krill. Projected future changes for the krill habitat include a sustained increase in ocean temperature and changes in sea ice and chlorophyll a. Here we investigate how these factors affect the early life history of krill and identify the regions around Antarctica where the impact will be greatest. Our tool is a temperature-dependent krill growth model forced by data from comprehensive greenhouse warming simulations. We find that by the year 2100 localized regions along the western Weddell Sea, isolated areas of the Indian Antarctic, and the Amundsen/Bellingshausen Sea will support successful spawning habitats for krill. The failure of potentially successful spawning will have a strong impact on the already declining adult populations with consequences for the Antarctic marine food web, having both ecological and commercial ramifications. ©2016. American Geophysical Union. All Rights Reserved.",2-s2.0-84981731235
"Piñones A., Hofmann E.E., Dinniman M.S., Davis L.B.","Modeling the transport and fate of euphausiids in the Ross Sea",2016,"Polar Biology","39","1",,"177","187",,"10.1007/s00300-015-1798-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952989053&doi=10.1007%2fs00300-015-1798-5&partnerID=40&md5=351d6d903731a59407a1cf05c062062a","Antarctic krill (Euphausia superba) and crystal krill (Euphausia crystallorophias), important components of the Ross Sea food web, differ in their population distribution. The objective of this study was to determine whether these differing distributions result primarily from differences in spawning locations, larval development times, and transport by the Ross Sea circulation. To address this objective, Lagrangian particle tracking experiments were used to simulate the transport of larvae of Antarctic krill and crystal krill. The particle simulations showed that regions providing inputs of Antarctic krill to the Ross Sea were along the outer shelf/slope. Crystal krill transport and retention were along the shallow banks on the outer Ross Sea shelf. Particles initialized in the inner shelf off Victoria Land showed high retention in the region south and along the Terra Nova Bay polynya, with timescales consistent with development times of crystal krill. These results suggest that the cyclonic circulation over the shelf contributes significantly to the dispersion and retention of crystal krill in parts of the inner Ross Sea continental shelf that overlaps with regions with high concentrations of krill-dependent top predators. The westward circulation along the shelf break contributes to the transport and aggregation of Antarctic krill in regions where Circumpolar Deep Water is observed on the outer continental shelf and along the shelf break. The transport pathways and connectivity obtained from this study provide a baseline for assessing the effects of projected changes in the Ross Sea circulation on the distribution of two important krill species. © 2015, Springer-Verlag Berlin Heidelberg.",2-s2.0-84952989053
"Kinzey D., Watters G.M., Reiss C.S.","Selectivity and two biomass measures in an age-based assessment of Antarctic krill (Euphausia superba)",2015,"Fisheries Research","168",,,"72","84",,"10.1016/j.fishres.2015.03.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928150251&doi=10.1016%2fj.fishres.2015.03.023&partnerID=40&md5=e666f35c0d132bbb2ad544879b5f39d7","An integrated, age-structured model was fitted to different combinations of survey data using two forms of selectivity (logistic or double-logistic) with time-constant or annually varying selectivity to investigate the population dynamics of Antarctic krill (Euphausia superba) near the Antarctic Peninsula. The data were from surveys conducted by the U.S. Antarctic Marine Living Resources Program around the South Shetland Islands from 1992 to 2011. Two indices of krill biomass based on (1) trawl-net samples and (2) hydroacoustic sampling were combined with length-compositions from the nets. Sixteen model configurations using different combinations of the two biomass surveys with the various options for modeling selectivities were examined. Parameters were estimated in phases with the sequential order of the phases randomized until an invertible Hessian matrix was obtained. Model consistency for the estimates of derived quantities was tested using simulated data. Annual trends in the estimates of total biomass, spawning biomass, and recruitment were similar among different configurations assuming time-constant selectivity, but the absolute scaling ranged widely depending on which biomass indices were used. All configurations with time-constant selectivities were able to reproduce the derived quantities of the operating model when fitted to simulated data. Annually varying selectivities produced more variable estimates of the trends in population biomass, but less variable estimates of scale, compared to time-constant configurations fitted to the same data. The models with annually varying selectivities did not produce invertible Hessian matrices, and four of these configurations could not reproduce the derived parameters of their operating model when fitted to simulated data. Using AIC, the model with logistic, time-constant selectivities was selected as the best configuration to fit both sources of biomass data. The two-stage approach of first randomizing the phase order until an invertible Hessian matrix is achieved and then verifying the reproducibility of the estimates of derived quantities using simulated data could be employed in any integrated stock assessment with parameters estimated in phases. © 2015.",2-s2.0-84928150251
"Jager T., Ravagnan E.","Parameterising a generic model for the dynamic energy budget of Antarctic krill Euphausia superba",2015,"Marine Ecology Progress Series","519",,,"115","128",,"10.3354/meps11098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921905605&doi=10.3354%2fmeps11098&partnerID=40&md5=14dc25c490857a52c914175aa3238764","Dynamic Energy Budget (DEB) theory is a generic and comprehensive framework for understanding bioenergetics over the entire life cycle of an organism. Here, we apply a simplified model derived from this theory (DEBkiss) to Antarctic krill Euphausia superba. The model was parameterised using growth curves, and conversion factors for body composition and length-weight relationships. Subsequently, the model was used to predict a series of life-history traits (as function of body size) that were not used for parameterisation: instantaneous growth rates, ingestion and respiration rates, weight loss on starvation, and the number of eggs produced at spawning. Within the DEB framework, these traits are not intrinsic properties of the organism, but tightly coupled model outputs that depend on body size, life stage, and environmental conditions. Overall, the model predictions are consistent with the patterns in the (rather uncertain) observations, lending credence to the model assumptions underlying the DEBkiss model. More work is needed to fully elucidate the bioenergetics of the E. superba life cycle, but this analysis demonstrates how a dynamic budgeting framework can ensure consistency among the different life-history traits. Thereby, such models help in the interpretation of experimental results and the comparison of species, but can also form the basis for predicting population dynamics and the impacts of stressors. © Inter-Research 2015.",2-s2.0-84921905605
"Piñones A., Hofmann E.E., Daly K.L., Dinniman M.S., Klinck J.M.","Modeling environmental controls on the transport and fate of early life stages of Antarctic krill (Euphausia superba) on the western Antarctic Peninsula continental shelf",2013,"Deep-Sea Research Part I: Oceanographic Research Papers","82",,,"17","31",,"10.1016/j.dsr.2013.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883197741&doi=10.1016%2fj.dsr.2013.08.001&partnerID=40&md5=4a4c20e62ae745c92a023b357bfa30d0","A one-dimensional, temperature-dependent model was used to simulate the descent-ascent cycle of the embryos and early larval stages of Antarctic krill to determine which regions of the western Antarctic Peninsula (wAP) continental shelf support successful completion of this cycle under present environmental conditions and those projected to occur as a result of climate change. The transport and fate of the embryo and larva under present and modified conditions was investigated with Lagrangian particle tracking simulations. The two modeling studies were implemented using temperature and density (embryo-larva model) and circulation distributions (Lagrangian particle tracking) obtained from a high resolution version of the Regional Ocean Modeling System configured for the wAP shelf region. Additional simulations used temperature and circulation distributions obtained from simulations that were forced with increased wind speed and increased transport of the Antarctic Circumpolar Current (ACC), both projected to possibly occur with climate change in the wAP region. Simulations using present conditions showed that successful completion of the descent-ascent cycle occurred along the outer shelf and on the shelf in regions with bottom depths of 600-700. m. Estimated residence times for the shelf regions that support success of the embryo and larva were 20-30 days. Thus, krill spawned in the mid and inner shelf regions can be retained in these regions through development to the first feeding stage (calyptopis 1). Increased winds and ACC transport resulted in more onshelf transport of Circumpolar Deep Water (CDW), which increased the volume of warm (1-1.5. °C) water at depth. These conditions supported a moderate increase in success of the krill embryo and larva, but only for limited areas of the shelf where hatching depths decreased by 10-30. m (<5%) and development time to the calyptopis 1 stage decreased by 15-20%. The modified circulation conditions also supported increased advection of krill larvae into areas of the shelf that would experience the largest reduction of sea ice, especially in winter. Projected changes in wind strength and CDW transport may potentially enhance larval survival and advection onto the wAP shelf, but recruitment may be decreased by modifications to local sea ice distributions that would impede survival of Antarctic krill that overwinter on the shelf. © 2013 Elsevier Ltd.",2-s2.0-84883197741
"Siegel V., Reiss C.S., Dietrich K.S., Haraldsson M., Rohardt G.","Distribution and abundance of Antarctic krill (Euphausia superba) along the Antarctic Peninsula",2013,"Deep-Sea Research Part I: Oceanographic Research Papers","77",,,"63","74",,"10.1016/j.dsr.2013.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878417362&doi=10.1016%2fj.dsr.2013.02.005&partnerID=40&md5=8992e5520d74ab08a71c8cb158641b8c","Net-based data on the abundance, distribution, and demographic patterns of Antarctic krill are quantified from a contemporaneous two ship survey of the Antarctic Peninsula during austral summer 2011. Two survey areas were sampled focussed on Marguerite Bay in the south, and the tip of the Antarctic Peninsula in the north. Data from 177 stations showed that the highest concentrations of krill were found in the southern sampling area. Differences between areas were associated with a few large catches of one year old krill found in anomalously warm and productive waters in Marguerite Bay, and small krill catches in the less-productive, offshore waters in the north. Estimated krill density across the survey area was 3.4krillm-2, and was low compared to the long-term average of 45krillm-2 for the Elephant Island area. Overall recruitment between the two survey regions was similar, but per capita recruitment was about 60% lower than historical mean recruitment levels measured at Elephant Island since the late 1970s. Demographic patterns showed small krill concentrated near the coast, and large krill concentrated offshore on the shelf and slope all along the survey area. The offshore distribution of adult krill was delineated by the warm (~1°C), low salinity (33.8) water at 30m, suggesting that most krill were present shoreward of the southern boundary of Antarctic Circumpolar Current Front. Distributions of larvae indicated that three hotspot areas were important for the production of krill: slope areas outside Marguerite Bay and north of the South Shetland Islands, and near the coast around Antarctic Sound. Successful spawning, as inferred from larval abundance, was roughly coincident with the shelf break and not with inshore waters. Given the rapid changes in climate along the Antarctic Peninsula and the lower per capita recruitment observed in recent years, studies comparing and contrasting production, growth, and recruitment across the Peninsula will be critical to better understand how climate change will impact krill populations and their dependent predators in the Scotia Sea. © 2013 Elsevier Ltd.",2-s2.0-84878417362
"Piñones A., Hofmann E.E., Daly K.L., Dinniman M.S., Klinck J.M.","Modeling the remote and local connectivity of Antarctic krill populations along the western Antarctic Peninsula",2013,"Marine Ecology Progress Series","481",,,"69","92",,"10.3354/meps10256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877603506&doi=10.3354%2fmeps10256&partnerID=40&md5=f0168efa6ef2d9a764fc9fa474d519dc","The abundance and distribution of Antarctic krill Euphausia superba over the western Antarctic Peninsula (wAP) continental shelf suggest that these populations are maintained by inputs from upstream sources via advection of individuals that originated in the Bellingshausen Sea, in addition to local spawning and retention. The objective of our study was to evaluate these 2 mechanisms (remote and local inputs) and the consequences for wAP Antarctic krill populations. The relative effect of local versus remote connectivity was investigated using Lagrangian particle tracking experiments. Particles released in the Bellingshausen Sea were transported to the wAP shelf in 120 d, which is consistent with the time required for Antarctic krill eggs to develop into late-stage larvae. An estimated 23% of the particles released along the shelf break crossed the outer shelf and were transported to the mid and inner regions of the wAP shelf via 3 pathways that provide conduits for onshore intrusions of Circumpolar Deep Water (CDW). Of the particles that moved onto the wAP shelf, 54% were transported to inner shelf regions that are associated with areas of enhanced biological production. Of the particles at the outer shelf ~33% continued transport northeastward with the Antarctic Circumpolar Current. Particles released in the mid and inner shelf showed limited connectivity and low export from the shelf (<20%). The Lagrangian experiments indicate that Antarctic krill populations in the Marguerite Bay region of the wAP continental shelf are maintained by local and remote inputs of larvae. Regions influenced by intrusions of CDW are more dependent on remote inputs of Antarctic krill larvae. © Inter-Research 2013.",2-s2.0-84877603506
"Siegel V.","Krill stocks in high latitudes of the Antarctic Lazarev Sea: Seasonal and interannual variation in distribution, abundance and demography",2012,"Polar Biology","35","8",,"1151","1177",,"10.1007/s00300-012-1162-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864356636&doi=10.1007%2fs00300-012-1162-y&partnerID=40&md5=9db4ee536e44914bd54516b983e55de0","The motivation of the LAKRIS project (Lazarev Krill Study) was to investigate the seasonal and interannual variability in distribution, demography, phenology and population dynamics of Antarctic krill Euphausia superba in poorly studied high-latitude areas. The core data set consists of four RMT-net-sampling surveys that were conducted in early summer (December 2005 and 2007), autumn (April 2004) and winter (July to August 2006). Supplementary data were analysed from the 1980s to view the results in a wider geographical context. The major observations are the following: (1) krill abundance and distribution showed geographical, seasonal and interannual fluctuations. Krill abundance was almost one order of magnitude lower compared to the Southwest Atlantic. (2) Krill density showed substantial differences between day and night for autumn and winter surveys. (3) A spatial gradient was observed for krill size groups, with larger sized (adult spawning) krill further south and medium-sized juveniles and immatures mainly between 60° and 67°S. (4) Data on maturity stage composition and larvae occurrence indicate an active and successful spawning in these high-latitude areas even under the conditions of sea-ice cover. At the end of the spawning season, females and males regressed in their external sexual characteristics ('re-juvenation') to overwintering immature stages. Major conclusions relate to a conceptual view of the spatial distribution of krill size classes and the occurrence of larvae in the context of major oceanographic features and current systems in the Lazarev Sea and adjacent ocean sectors. The Lazarev Sea obviously does not support a single self-maintaining population, but represents a complex transition zone of stocks with different origins from the Scotia Sea and the Cosmonaut Sea. © 2012 Springer-Verlag.",2-s2.0-84864356636
"Schmidt K., Atkinson A., Venables H.J., Pond D.W.","Early spawning of Antarctic krill in the Scotia Sea is fuelled by ""superfluous"" feeding on non-ice associated phytoplankton blooms",2012,"Deep-Sea Research Part II: Topical Studies in Oceanography","59-60",,,"159","172",,"10.1016/j.dsr2.2011.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855947024&doi=10.1016%2fj.dsr2.2011.05.002&partnerID=40&md5=5e2cb751f8157a490a74ce7dec735d0d","The spawning success of Antarctic krill (Euphausia superba) is generally assumed to depend on substantial winter sea ice extent, as ice biota can serve as a food source during winter/spring and the seasonal ice melt conditions the upper water column for extensive phytoplankton blooms. However, direct observations during spring are rare. Here we studied krill body condition and maturity stage in relation to feeding (i.e. stomach fullness, diet, absorption of individual fatty acids and defecation rate) across the Scotia Sea in November 2006. The phytoplankton concentrations were low at the marginal ice zone (MIZ) in the southern Scotia Sea (Stn. 1, 2, and 3), high in open waters of the Southern Antarctic Circumpolar Current Front (SACCF) in the central Scotia Sea (Stn. 5), and moderate further north (Stn. 6 and 7). Krill had low lipid reserves (~6.5% of dry mass, DM), low mass:length ratios (~1.7mgDMmm -1), and small digestive glands (~7% of total DM) near the ice edge. The stomachs contained lithogenic particles, diatom debris, and bacterial fatty acids, but low proportions of diatom-indicating fatty acids, which suggest that these krill were feeding on detritus rather than on fresh ice algae. In the SACCF, krill had higher lipid reserves (~10% of DM), high mass:length ratios (~2.2mgDMmm -1), and large digestive glands (~16% of total DM). Stomach content and tissue composition indicate feeding on diatoms. In the north, moderate food concentrations co-occurred with low lipid reserves in krill, and moderate mass:length ratios and digestive gland sizes. Only in the phytoplankton bloom in the SACCF had the mating season already started and some females were about to spawn. Based on the way krill processed their food at the different stations, we indicate two mechanisms that can lead to fast regeneration of body reserves and oocyte maturation in E. superba. One is ""superfluous"" feeding at high food concentrations, which maximises the overall nutrient gain. The other is a preferential absorption of crucial fatty acids: 20:5(n-3) and 22:6(n-3) when regaining body condition after the winter, and 14:0 and 16:1(n-7) during accumulation of oocyte yolk. Multi-year time series of phytoplankton distribution show that an early spring bloom, as found in 2006, is not unusual for the central Scotia Sea and coincides with high krill larval concentrations in this area. In conclusion, the Scotia Sea is a main spawning ground of Antarctic krill and this is linked to phytoplankton blooms in open waters of the SACCF rather than to ice edge blooms. © 2011 Elsevier Ltd.",2-s2.0-84855947024
"Sologub D.O., Remeslo A.V.","Distribution and size-age composition of Antarctic krill (Euphausia superba) in the South Orkney Islands region (CCAMLR Subarea 48.2)",2011,"CCAMLR Science","18",,,"123","134",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856363122&partnerID=40&md5=7290c6da0673ffeaa766fee4b6e5ab3b","The distribution, size-age composition and biological condition of Antarctic krill (Euphausia superba) caught by the Russian krill trawler FV Maxim Starostin in Subarea 48.2 between January and March in 2009 and 2010 are described. The distribution of size-age groups in association with particular water masses indicated that age 2+ krill dominated in cold Weddell Sea waters in the southern parts of the fishing area, while older age classes (3+, 4+, 5+) dominated in Antarctic Circumpolar Current (ACC) waters in the northern parts. No 1+ age cohort was found in catches in 2009 or in 2010. This absence of 1+ E. superba is unlikely to be a result of trawl selectivity as adult Pygmy krill (E. frigida) (of the same size as 1+ krill) were present in the catches.",2-s2.0-84856363122
"Yoshida T., Virtue P., Kawaguchi S., Nichols P.D.","Factors determining the hatching success of Antarctic krill Euphausia superba embryo: Lipid and fatty acid composition",2011,"Marine Biology","158","10",,"2313","2325",,"10.1007/s00227-011-1735-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052960390&doi=10.1007%2fs00227-011-1735-2&partnerID=40&md5=1e0258b52bdea2166773b8513ed350ad","The present study addresses the effect of maternal diet on hatching success and condition of embryos and larvae of Antarctic krill Euphausia superba. Lipid and fatty acid content and composition were determined in field and laboratory samples. Developmental stages analyzed in embryos included: multiple-cell, gastrula, and limb-bud stages. Larval stages analyzed included: nauplius I, nauplius II, and metanauplius. Laboratory-reared embryos were spawned by gravid females incubated under three feeding groups: (1) phytoplankton mixture, (2) phytoplankton mixture and minced clam, and (3) phytoplankton mixture, minced clam, and commercial larval food. Hatching success was highest in group 3 (100%), lowest in group 1 (0%), and highly variable in field samples (0-48%). Lipid decreased slightly in embryos during embryonic development, while large decreases in lipid were found during nauplius development. High levels of 18:2(n-6), 20:4(n-6), and 22:6(n-3) observed with group 3 samples coincided with high hatching success in krill embryos. The ratio of 22:6(n-3)/20:5(n-3) also correlated to hatching success of embryos. The fatty acid profile of embryos in group 3 was similar to that of the field-collected embryos, reflecting the contribution of the commercial larval food in the maternal diet. In our study, the maternal diet was found to influence the fatty acid composition of embryos and in turn affects the hatching success of krill. Specific polyunsaturated fatty acids appeared to play important roles in embryogenesis in krill. © 2011 Springer-Verlag.",2-s2.0-80052960390
"Vallet C., Labat J.-P., Smith M., Koubbi P.","Interannual variations in euphausiid life stage distribution in the Dumont d'Urville Sea from 2004 to 2008",2011,"Polar Science","5","2",,"166","178",,"10.1016/j.polar.2011.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960698115&doi=10.1016%2fj.polar.2011.03.006&partnerID=40&md5=a4e03c84c04940db045995a812a21eca","Euphausiid larvae were caught by oblique tows of a double-framed bongo net at 118 stations along the coast of Terre Adélie during every summer from 2004-2008. Larvae of Euphausia crystallorophias Holt and Tattersall and Thysanoessa macrura G.O. Sars were observed in the study area every year in contrast to larvae of Euphausia superba which were absent during the entire period of sampling. Highest abundances of both species were observed during the summer of 2005 and the lowest in the summer of 2004. Larvae of E. crystallorophias dominated every year and comprised more than 80% of the total abundance of euphausiid larvae. Within species, the calyptopis stages especially calyptopis 1 of E. crystallorophias dominated compared to furcilia stages of T. macrura which were less abundant. For both species, spatio-temporal variations in abundances of developmental stages were significantly correlated to density and salinity of the deep water layer. In the case of calyptopis 3 of E. crystallorophias, spatio-temporal variations were correlated with the number of days between the end of the sea ice retreat and the sampling day and for T. macrura inversely correlated to temperature of surface water layer. These variations are discussed and related to the timing of sea ice retreat, the sea ice concentration as well as metabolic conditions of adults of both species during their spawning period. © 2011 Elsevier B.V. and NIPR.",2-s2.0-79960698115
"Ono A., Moteki M., Amakasu K., Toda R., Horimoto N., Hirano D., Ishimaru T., Hosie G.W.","Euphausiid community structure and population structure of Euphausia superba off Adélie Land in the Southern Ocean during austral summer 2003, 2005 and 2008",2011,"Polar Science","5","2",,"146","165",,"10.1016/j.polar.2011.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960670693&doi=10.1016%2fj.polar.2011.04.006&partnerID=40&md5=7eec21bb1af0a47a0415a1f8e85b540a","The distribution and community structure of euphausiids and the population structure of Euphausia superba were investigated mainly along 140°E off Adélie Land in the Indian Ocean sector of the Southern Ocean during the austral summers of 2003, 2005 and 2008. Euphausiids were collected from six discrete depth layers, primarily between 0 and 2000 m, using an RMT 8 net. Euphausia frigida and Euphausia triacantha mainly occurred north of the Southern Boundary of the Antarctic Circumpolar Current (SB) whereas E. superba was distributed south of the SB, and occurred abundantly in the continental slope area where Antarctic Winter Water was observed. E. frigida and E. triacantha occurred in the upper 200 m during the night whereas they were mainly found below 200 m during the daytime. Cluster analysis on stations suggested that the SB is an important biological boundary for euphausiid communities. The population structure of E. superba in 2003 was different from that of 2005 and 2008. While large mature individuals dominated in 2003, small immature krill (juveniles and subadult males) were more abundant in 2005 and 2008. Further sea-ice extension in the preceding winter in 2005 and 2008 likely provided favourable conditions for spawning and survival. A cluster analysis based on similarity of the maturity stages of E. superba revealed that mature males and gravid females (stage IIIC-E) were mainly distributed in the offshore area and mesopelagic zone, while juveniles and subadult males were found in the epipelagic zone of the continental slope area. Therefore, it is considered that E. superba migrates to the offshore area and mesopelagic zone as it grows. © 2011 Elsevier B.V. and NIPR.",2-s2.0-79960670693
"Batta-Lona P.G., Bucklin A., Wiebe P.H., Patarnello T., Copley N.J.","Population genetic variation of the Southern Ocean krill, Euphausia superba, in the Western Antarctic Peninsula region based on mitochondrial single nucleotide polymorphisms (SNPs)",2011,"Deep-Sea Research Part II: Topical Studies in Oceanography","58","13-16",,"1652","1661",,"10.1016/j.dsr2.2010.11.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957996372&doi=10.1016%2fj.dsr2.2010.11.017&partnerID=40&md5=3a94d0d30af8e5c2e77b9529b1ef6b10","The Southern Ocean krill, Euphausia superba, is one of the best-studied marine zooplankton species in terms of population genetic diversity and structure; with few exceptions, previous studies have shown the species to be genetically homogeneous at larger spatial scales. The goals of this study are to examine sub-regional scale population genetic diversity and structure of E. superba using molecular characters selected with this goal in mind, and to thereby examine hypotheses of the source(s) of recruitment for krill populations of the Western Antarctic Peninsula (WAP). Collections were made throughout the WAP region during US GLOBEC cruises in austral fall, 2001 and 2002. A total of 585 E. superba (including all 6 furcilia larval stages, juveniles, and adults) was analyzed after confirmation of species identification using a competitive multiplexed species-specific PCR (SS-PCR) reaction based on mitochondrial cytochrome oxidase I (mtCOI) sequences. The molecular markers used were allele frequencies at single nucleotide polymorphism (SNP) sites in the gene encoding mitochondrial Cytochrome b (cyt b). Four SNP sites that showed desirable patterns of allelic variation were selected; alleles were detected using a multiplexed single-base extension PCR protocol. A total of 22 SNP haplotypes (i.e., strings of polymorphisms at the four SNP sites) was observed; haplotype diversity (Hd)=0.811 (s.d.=0.008). Analysis of molecular variation within and among samples, areas (i.e., Marguerite Bay, Crystal Sound, shelf, and offshore) and collection years revealed no difference between 2001 and 2002 collections overall, although differences between 2001 and 2002 collections from Marguerite Bay explained 7.4% of the variance (FST=0.072; p=0.002±0.001). Most of the variation (96.3%) occurred within samples each year, with no significant differentiation among areas. There was small, but significant differentiation among samples within areas in 2001 (4.6%; FST=0.045; p=0.015±0.003) and 2002 (6.3%; FST=0.062; p=0.000±0.000). There was evidence of life stage-specific spatial differentiation for furcilia in 2002 for F1 (18.1%, p=0.000±0.000) and F2 (9.2%, p=0.001±0.001). The significant differentiation among samples for E. superba within areas was interpreted as evidence of multiple sources of recruitment of E. superba in the WAP region, consistent with advective transport in observed circulation patterns and reproduction and spawning in both offshore and shelf habitats. Further population genetic analysis at sub-regional scales is needed to understand and eventually predict population dynamic processes (e.g., recruitment, migration, retention, and over-wintering) of Southern Ocean krill. © 2010 Elsevier Ltd.",2-s2.0-79957996372
"Kawaguchi S., Nicol S., Virtue P., Davenport S.R., Casper R., Swadling K.M., Hosie G.W.","Krill demography and large-scale distribution in the Western Indian Ocean sector of the Southern Ocean (CCAMLR Division 58.4.2) in Austral summer of 2006",2010,"Deep-Sea Research Part II: Topical Studies in Oceanography","57","9-10",,"934","947",,"10.1016/j.dsr2.2008.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951298490&doi=10.1016%2fj.dsr2.2008.06.014&partnerID=40&md5=577de4ca013f3a12f2bc1eca55afa8bc","Krill demography was studied during a large-scale survey of the South Western Indian sector of the Southern Ocean conducted in late January to late February 2006 (BROKE-West). The survey progressed from 30oE in late January to 80oE in late February and was bounded in the North by 62°S. The average krill density calculated from the catches of the RMT 8 net for four geographical strata ranged from 0.84-68 individuals per 1000 m-3, with overall mean of 6.7 individuals per 1000 m-3. Krill distribution and its population structure were analysed using cluster and mixture analysis of the length frequency distribution, showing small sized krill (modal size of 25-30 mm) broadly distributed in the centre of the western area whereas middle and large sized krill (modal size of 35-45 mm and 45-55 mm, respectively) mainly distributed in the middle and eastern half of the survey area. These findings are discussed in the context of the observed geographic and oceanographic structures; the continental slope area, fronts, currents and gyres. Proportional recruitment indices ranged 0.089-0.226 for R1 (age 1+ recruitment) and 0.204-0.440 for R2 (age 2+ recruitment) in the four strata. Recruitment analysis revealed differences between western and eastern halves of the surveyed area, suggesting the possible existence of separate self-sustaining populations linked to the Weddell Gyre and Prydz Bay Gyre systems. Krill larvae were mainly observed along the shelf break, implying the early onset of spawning in mid-November. The series of coastal polynyas developing in the early spring may be one of the important habitats allowing use of early season phytoplankton growth for early maturation and spawning, and those larvae would be transported westwards by the coastal current along the shelf slope. Crown Copyright © 2009.",2-s2.0-77951298490
